Result,surface,best_of,w_heightdiff,w_agediff,w_acediff,w_dfdiff,%w_1stIndiff,%w_1stwondiff,%w_2ndwondiff,w_rankdiff,w_rankpointsdiff
1,2,5,-13,-1.64544833,-10,-1,-0.09141791,-0.230681818,-0.199362041,85,-836
0,2,5,8,8.51471595,6,0,-0.00043649,0.27362056,0.118181818,-154,863
0,2,5,-10,13.42915811,-8,0,0.033895177,0.000267523,0.094215862,27,-2065
1,2,5,3,5.76043806,-2,0,0.020776986,-0.182105263,0.220990392,-25,190
0,2,5,2,3.76454483,8,-1,0.057943925,0.116757411,0.234693878,-24,134
1,2,5,15,-4.80492814,4,-2,-0.150297619,0.03193911,0.005217391,56,-194
1,2,5,3,1.7303217,3,6,-0.276485789,-0.141935484,-0.081666667,60,-1680
0,2,5,18,-2.32443532,11,0,0.118781888,0.112889458,0.05372807,-15,104
0,2,5,15,-11.52908967,14,0,0.136325046,-0.003676471,0.038210624,-24,1165
1,2,5,8,-7.30732375,-8,-3,-0.010411298,-0.15014245,-0.048701298,18,-275
1,2,5,0,-5.61259411,-2,-1,-0.08677723,-0.088588589,0.186613727,10,-26
0,2,5,8,-0.07939767,3,2,-0.047901235,0.24916388,0.096825397,-222,3535
0,2,5,18,-6.78986995,12,3,-0.104024145,0.236662106,0.253703704,-32,3434
1,2,5,5,1.60985626,2,-2,0.041627246,-0.049568966,-0.026873887,7,-49
0,2,5,-5,-0.07118412,-5,-9,-0.014592324,0.141983318,0.186609686,126,-1158
1,2,5,2,7.76728268,-6,-1,-0.004444444,-0.191341992,-0.18939394,23,-1078
1,2,5,-5,-8.06023271,-4,8,-0.069642857,0,-0.330699089,-219,662
0,2,5,3,-10.99520876,7,2,0.028864971,0.2006006,0.123931624,-101,2410
1,2,5,2,-2.80355921,-4,6,0.050061051,-0.188888889,-0.23236715,-10,100
1,2,5,0,-1.16632443,3,-2,-0.054945055,-0.068330606,-0.192307692,124,-1739
0,2,5,2,-7.15674196,0,1,0.311813186,0.006637806,0.027777777,31,-389
0,2,5,8,4.24093087,2,2,0.076658054,0.05982906,-0.002506265,-64,581
1,2,5,11,-2.92950034,-1,0,-0.148558758,-0.166666667,-0.327380952,41,-4425
0,2,5,-8,-0.8678987,8,-1,-0.0625,0.266542981,0.381123059,-32,3130
0,2,5,-7,-3.71252566,-2,-2,0.219077902,0.057471264,0.434121622,422,-857
0,2,5,15,-1.26488706,8,3,-0.086352357,0.090056285,0.026554267,-52,891
1,2,5,-5,-3.17316907,2,2,0.035217795,-0.159391534,-0.031527093,-11,78
0,2,5,13,-2.39835728,12,-2,-0.029973649,0.170125786,0,63,-370
1,2,5,22,8.90075291,-11,1,0.024657534,-0.264705882,-0.265654649,108,-2584
0,2,5,0,-12.1779603,3,-2,-0.179579062,0.070526489,0.007142857,-81,1766
0,2,5,8,2.49965777,2,9,0.032183908,0.136248736,-0.071961387,-20,158
1,2,5,5,-2.74880219,4,3,-0.0980419,-0.036541889,-0.249119098,74,-1488
1,2,5,-5,4.76933607,0,-5,-0.054254276,-0.06925859,0.003232759,-1,10
1,2,5,2,1.10882957,0,-1,-0.117647059,-0.031403941,-0.272863568,75,-6770
1,2,5,0,-2.15742642,-4,3,0.058744526,-0.158743634,-0.078064012,49,-9445
1,2,5,-15,3.09103353,1,-1,0.042206713,-0.018045113,0.148809524,39,-570
0,2,5,23,-3.36208076,14,0,0.119848975,0.056862238,-0.036036036,-12,867
0,2,5,0,7.33744011,-6,0,0.14349277,0.047619047,0.046153846,-45,423
0,2,5,-10,-2.87748118,-1,0,-0.066526611,0.294545455,-0.054187192,-65,2945
0,2,5,3,3.61396304,10,4,-0.042006269,0.024547284,0.121516165,-86,5084
1,2,5,12,3.25256673,-1,-3,-0.112221587,-0.114797864,0.002339181,54,-699
1,2,5,-12,5.87542779,-5,0,0.107351425,-0.311363636,-0.252090801,65,-1010
0,2,5,10,8.94182067,5,-1,-0.116364168,0.202714933,-0.006900517,37,-1310
0,2,5,13,0.53114305,6,-8,0.004537205,0.036264992,-0.044498877,3,-70
1,2,5,-8,3.59479808,-6,-3,0.075635877,-0.305422648,-0.192307692,121,-3319
1,2,5,-18,6.89664613,-24,2,-0.104761905,-0.109311741,-0.120689655,73,-3777
1,2,5,-8,9.04038329,-3,-2,-0.006432748,-0.2221942,0.154022988,261,-2708
0,2,5,0,-0.30116359,1,0,-0.166300367,0.113939394,-0.00632511,-67,1525
0,2,5,-8,-6.03422314,-12,-7,0.221318879,-0.020879121,0.053846154,28,-324
1,2,5,5,-0.84052019,2,3,-0.059469697,-0.133418585,-0.367241379,42,-4427
0,2,5,2,-7.90417523,8,6,-0.331758721,0.256372549,0.240802676,-463,4067
1,2,5,20,6.16016427,21,4,-0.09129902,-0.083786232,-0.103313841,-41,1027
1,2,5,30,4.91718002,5,1,-0.009462994,-0.169069721,-0.215686275,111,-2597
0,2,5,-3,-6.15195072,2,-1,0.09872321,0.09141791,0.062406015,-44,1493
0,2,5,3,1.85626283,0,-1,0.025328588,0.195225917,0.081081081,-57,6615
0,2,5,-8,1.36071184,-1,-1,-0.04248366,0.03814002,0.280303031,-29,9045
0,2,5,8,2.13004791,2,-2,0.16,0.276315789,0.217342343,14,-780
0,2,5,5,2.15468857,6,-5,0.085369444,0.191215617,0.125,-26,4345
0,2,5,8,-0.20533881,2,0,0.074942792,0.116452991,-0.039682539,-9,760
1,2,5,-10,7.02258727,-7,-3,0.15087108,-0.126070991,-0.354377105,28,-2650
1,2,5,-8,7.56468172,-4,5,-0.254083484,-0.428571429,-0.266666667,147,-4078
1,2,5,0,0.1560575,14,2,-0.105194675,-0.002639296,-0.1625,-8,855
1,2,5,0,-5.724846,-2,2,0.191291727,-0.362787357,-0.49754902,59,-4564
0,2,5,-3,-3.69336072,5,3,0.064830508,0.217592592,0.284280937,-19,2580
1,2,5,-25,-5.61259412,2,0,-0.114583333,0.219047619,0.003921568,-53,2262
0,2,5,3,6.1026694,-4,-3,0.052003735,-0.068969639,0.193506153,3,-255
1,2,5,-18,-5.23750855,-3,4,-0.100447196,-0.155434783,-0.165380906,39,-6440
1,2,5,10,6.12183436,-1,4,0.179636304,-0.003742021,-0.096698113,28,-2565
0,2,5,-10,1.42915811,-1,-2,-0.0223972,-0.062418158,0.1875,-13,3330
0,2,5,-5,-2.36550308,4,1,0.046401515,0.386029412,0.054901961,-48,2920
1,2,5,8,0.53935661,15,7,-0.038172992,0.065675733,-0.105587808,-15,2405
0,2,5,2,1.86447639,4,1,-0.145510836,0.173234811,0.397435898,-14,3220
1,2,5,3,8.35318276,-3,-4,0.095475301,-0.41084855,-0.130952381,58,-3352
1,2,5,0,-0.65708419,0,2,0.03030303,-0.190061475,-0.016541354,18,-5380
1,2,5,-12,-2.62559891,-2,-4,-0.059823869,-0.119130435,0.032967033,8,-6720
0,2,5,-15,3.50444901,-2,-4,0.138082505,0.070075757,0.364532019,-5,1930
1,2,5,3,-5.10609172,0,2,0.131868132,-0.106951871,-0.666666667,17,-3330
1,2,5,3,6.28610541,0,0,0.034474671,-0.172835821,-0.125844595,-5,3300
1,2,5,7,-2.13004791,-5,2,-0.01835086,0.003434343,-0.146186874,-2,4675
0,2,5,0,7.25256674,-1,-1,0.131297964,0.086378737,0.391578947,-3,1230
1,2,5,-2,1.18275154,-3,0,-0.064758497,-0.313333333,-0.207729469,-1,320
0,3,3,0,8.38329911,7,0,0.092529574,-0.025862069,-0.181263858,-1,0
0,3,3,10,4.23819302,11,2,0.007967571,0.190580848,0.056818182,-98,387
0,3,3,-7,-2.86105407,5,-2,0.020551378,0.242628993,0.173076923,-15,149
1,3,3,-2,4.65434634,-4,-3,0.280414908,-0.210691824,0.044063647,-25,210
0,3,3,7,4.24093087,4,2,-0.081242533,0.039215686,0.080952381,-3,50
1,3,3,-15,8.80766598,-10,1,-0.22541744,-0.198076923,0.111111111,52,-2259
0,3,3,-5,0.08761123,-10,-1,0.132973571,0.032563025,0.12896406,12,-96
1,3,3,-3,-0.78850102,-9,0,0.058047945,-0.048504984,-0.145803699,48,-739
0,3,3,13,-1.62354552,9,0,0.135017222,0.10306845,-0.029411765,2,-22
0,3,3,18,-4.26830938,10,1,-0.029166667,0.133459836,0.175750834,-54,3285
0,3,3,13,-15.33196441,11,0,0.121544538,0.268939394,0.054545455,-84,2516
1,3,3,-12,-6.19301848,-2,-2,-0.134615385,-0.048469388,0.048051948,31,-572
1,3,3,-5,-1.73305955,0,0,-0.04784689,-0.131868132,-0.044444444,76,-3481
0,3,3,-5,13.94934976,-1,4,-0.002651881,0.152482269,0.050125313,18,-1645
1,3,3,-10,-9.58247776,-13,2,-0.04816286,0.107911658,-0.029437229,-17,2385
0,3,3,-15,-4.19164956,3,-1,0.1,0.174069628,0.046296296,4,-305
0,3,3,18,0.27652293,-4,-1,0.148809524,-0.008333333,-0.095959596,76,-315
1,3,3,0,-2.6091718,-4,1,0.118721462,-0.219565217,0.127799736,-91,478
1,3,3,-3,3.23887748,-2,-2,0.078161593,-0.20625,-0.031145718,-9,85
1,3,3,5,-1.67008898,-4,1,-0.145454545,-0.216666667,-0.133333333,11,-95
0,3,3,5,3.26899384,8,3,-0.214285714,0.264814815,0.069444444,-1,20
1,3,3,2,3.35660506,-16,-2,0.055941845,-0.06769182,0.027777778,-29,250
1,3,3,-8,12.42984258,-1,13,-0.082252206,0.015458937,-0.215986394,91,-545
0,3,3,5,-3.58658453,5,-6,0.375139977,0.245798319,0.266666667,-42,595
0,3,3,0,12.95550993,-3,-2,0.188888889,-0.047690015,0.008245877,227,-537
0,3,3,15,0.50376454,-4,0,0.102380953,0.017857143,-0.3,143,-2625
1,3,3,-11,-0.18617386,-5,-1,0.016817063,-0.121527778,-0.355889724,97,-527
1,3,3,10,-6.19028063,5,6,-0.051376648,0.064437013,-0.077241379,-27,760
0,3,3,0,5.3963039,-1,-3,-0.051282052,0.083333333,0.005128205,-47,455
0,3,3,3,7.09377139,11,-3,0.058558559,0.153216374,0.165154265,-34,1625
1,3,3,-3,-3.34839151,11,-5,0.127858421,0.06017316,-0.012195122,-297,4785
0,3,3,-7,1.51676934,13,3,-0.029340593,0.198076923,0.003095976,-106,560
0,3,3,7,-10.35728953,-1,-1,-0.04537205,-0.105392157,0.119047619,-36,1480
1,3,3,8,-3.99178645,2,-2,0.028151261,0.050108933,0.012463343,-19,1455
1,3,3,-2,9.3853525,-16,1,-0.016203704,-0.261961723,0.1125,271,-1141
1,3,3,11,4.79671458,-2,1,-0.070422535,-0.06,-0.003663004,33,-1450
0,3,3,-2,5.9192334,0,0,0.071539507,-0.032091281,0.095652174,2,-186
1,3,3,3,12.42710472,-16,-2,0.078053831,0.086206897,-0.108886107,17,-1250
1,3,3,-15,5.01026694,-3,-4,0.098110465,-0.140873016,-0.015151515,-5,22
0,3,3,5,-14.55167693,-2,2,0.125786163,0.195887446,0,-191,580
0,3,3,-8,0.20533881,-21,-6,0.129288164,-0.04477612,0.190476191,14,-1210
0,3,3,15,-15.34565366,6,-2,0.051314143,0.235930736,0.078947368,-21,1672
0,3,3,-7,5.45379877,6,1,-0.021608643,0.074074074,0.025,-1,10
0,3,3,3,5.53867214,-1,6,-0.023230088,0.088461538,-0.078632479,19,-111
1,3,3,0,5.19370294,-3,7,-0.209284028,-0.122458629,-0.275675676,60,-1442
1,3,3,25,3.321013,10,1,0.048714999,0.005714286,-0.133152174,-64,1240
0,3,3,-10,-6.12183436,-11,2,-0.063316401,0.102487563,0.002615518,-25,2610
0,3,3,-6,5.59069131,-2,-5,0.2125,0.132754342,0.294117648,90,-550
1,3,3,-5,-0.19986311,-5,1,0.023834746,-0.150053022,0,74,-860
1,3,3,-12,-7.11293634,-8,0,-0.036630036,-0.337728195,-0.051282052,61,-4042
1,3,3,-5,-6.41204654,1,3,-0.123376623,0.055357143,-0.112315271,-34,2912
1,3,3,8,-6.34360027,-2,-2,0.160539215,-0.212201592,-0.140350878,31,-550
0,3,3,20,-13.51129363,8,-1,0.295833333,0.136476427,0.295019157,-44,2020
1,3,3,13,3.34839151,17,8,-0.050138939,0.052803129,-0.013513514,76,-1550
0,3,3,5,10.38740589,-7,-5,0.150017775,0.028643037,0.133333333,119,-2160
1,3,3,5,-6.03696098,-1,4,0.012906847,-0.078571429,-0.190932869,24,-3394
1,3,3,5,-0.79945243,2,-1,-0.154239767,-0.135698447,0.055299539,12,-352
1,3,3,-15,9.01574264,-17,0,0.084840654,-0.257359125,-0.027472528,7,-750
1,3,3,5,-2.15742642,-6,2,-0.079476861,-0.161111111,-0.033870968,129,-4355
0,3,3,13,-10.83915126,8,-1,0.036824877,0.099391481,0.009259259,-18,1525
1,3,3,13,-15.69883641,1,0,0.068027211,-0.400793651,-0.115384615,7,-1905
0,3,3,5,3.51813826,0,0,0.073214286,-0.00255102,0.230205279,29,-4955
0,3,3,18,-1.51403148,7,6,-0.072631869,0.185059423,-0.006060606,-44,1749
1,3,3,5,-5.13894593,-4,-2,-0.130434783,-0.070607553,-0.383753501,975,-591
0,3,3,5,0.97741273,1,-3,-0.098404255,0.321176471,0.435897436,-30,1987
1,3,3,10,-5.76043805,9,2,0.004010695,0.015873016,0.08597285,-35,1265
1,3,3,-13,1.63723477,2,3,-0.152071429,-0.018490755,0.097188476,20,-195
0,3,3,-8,-3.42505133,-4,2,-0.064243997,0.291666667,0.256578947,-14,2095
1,3,3,-5,-3.20054757,-6,-1,-0.002321725,-0.424964936,0.30952381,52,-2274
1,3,3,-8,-8.79397673,-20,-4,-0.055081967,-0.16615667,0.097222222,25,-719
1,3,3,0,-5.3963039,-5,4,-0.060714286,-0.112612613,-0.026315789,48,-560
0,3,3,3,-9.40177961,7,2,-0.095064233,0.094562648,0.066129032,-76,2381
0,3,3,-10,-3.44695414,-6,-3,-0.060404807,0.031830239,0.292490118,16,-155
1,3,3,-5,-1.94113621,-3,0,-0.048148148,-0.005291005,-0.12865497,-16,1455
1,3,3,8,-3.99178645,6,-1,0.020688514,-0.060334982,0.146428571,-18,1350
1,3,3,-15,-0.81587954,-7,8,-0.052779733,-0.163299663,-0.545454545,48,-3180
0,3,3,-5,4.41341547,0,0,0.029761904,-0.188854489,0.30952381,-2,160
0,3,3,0,9.65092403,-12,-1,-0.038309787,0.122340426,0.015898251,21,-1760
0,3,3,5,-5.3908282,-2,2,-0.04229571,0.175763182,0.13327674,-19,2440
1,3,3,10,-7.02258727,3,1,0.020913107,0.1002886,-0.015837104,-25,2805
1,3,3,10,-2.48596851,5,-3,-0.003560192,-0.02481568,0.08974359,12,-117
1,3,3,0,-2.08350445,-10,1,0.088636364,-0.248677248,0.003095976,-243,782
0,3,3,-15,-0.81314169,1,-2,0.009578544,0.174242424,0.119047619,-206,536
0,3,3,-10,3.01984942,-5,-4,0.064102564,-0.078014184,0.069403714,40,-346
1,3,3,2,-6.68583163,-8,1,0.120634921,-0.451923077,-0.421052631,-28,211
1,3,3,-10,-0.3340178,5,-3,0.081349207,0.037234043,0.035897436,-41,269
0,3,3,10,0.32580424,4,4,-0.103962818,0.075268817,0.28,-24,354
1,3,3,0,-2.22313483,4,3,0.016129032,0.030778165,-0.314285714,220,-590
0,3,3,-2,-6.46406571,-1,1,-0.032456141,0.133452594,0.062745098,27,-280
1,3,3,0,2.36824093,1,-2,0.187985437,-0.220250101,-0.053617571,1,-1
0,3,3,-5,-4.62149213,-6,-1,0.135802469,-0.020572451,0.089068826,27,-409
0,3,3,-7,-4.35318276,-1,-1,-0.032010244,-0.040650406,0.233333333,-40,230
0,3,3,-10,-3.25530459,-14,-8,0.165999579,0.003605769,0.136054422,-13,70
0,3,3,-10,-0.22176591,3,0,0.076502733,0.083333333,0.003636364,4,-41
0,3,3,7,4.70910335,-3,1,0.014762516,-0.018081761,0.124384236,-11,403
1,3,3,8,3.37850787,4,3,-0.104082998,0.0092517,0.042780749,-8,48
1,3,3,-15,-1.61806981,-10,1,0.088075881,-0.358974359,-0.2,8,-88
1,3,3,0,5.20465435,-2,-1,0.014423077,-0.044444444,-0.084848485,38,-358
1,3,3,-3,5.16632443,4,4,-0.123645123,-0.063063063,-0.2,-30,576
0,3,3,26,5.17727584,21,2,0.025647289,0,-0.035885168,-57,1273
0,3,3,-18,-0.08487337,-7,2,0.067774936,-0.010869565,-0.02020202,-18,565
0,3,3,-5,3.08829568,-5,2,0.133173844,0.026434558,0.078947368,-71,5134
0,3,3,0,6.13826146,6,1,-0.190196079,0.262218045,0.015151515,-44,1725
1,3,3,21,1.14442163,1,0,0.046307885,-0.190860215,-0.225,-6,415
1,3,3,-5,-2.17111567,-2,0,-0.086606442,-0.122448979,-0.092592593,43,-4870
0,3,3,8,-0.20533881,18,1,-0.113408841,0.132575758,0.022505626,-11,1030
1,3,3,5,0.72005476,5,0,-0.009852217,-0.095238095,-0.111111111,12,-3260
0,3,5,11,4.30663929,5,5,0.044864226,-0.027469136,0.13125,35,-245
0,3,5,-7,-4.44626968,10,3,-0.123925975,0.246753247,0.195652174,-686,1400
0,3,5,-5,4.10951403,7,-1,-0.00811359,0.265550239,-0.077777778,50,-1403
1,3,5,-18,5.25941137,-13,-3,0.025062656,-0.114708603,0.132330047,23,-252
1,3,5,0,10.09445585,-3,3,-0.073175475,0.032804615,-0.191145169,61,-1899
0,3,5,3,-2.15195072,0,-4,0.010752688,0.085253456,0.01827957,237,-526
0,3,5,2,-9.05407255,2,0,0.076893204,0.096443966,0.038888889,-26,207
0,3,5,15,-2.50513347,19,-2,0.146301709,0.004123711,-0.016129032,7,-205
0,3,5,2,3.03080082,0,-2,0.101808318,0.277068558,0.109974424,-135,6871
1,3,5,5,2.87474333,2,-4,0.033831908,-0.069693094,0.078571429,29,-266
0,3,5,-27,-10.38466803,-17,-6,0.003970447,-0.01050061,0.116979655,35,-982
1,3,5,-8,4.04654347,-9,-2,0.076774001,-0.081367357,0.047619048,-41,191
1,3,5,8,-1.25667351,8,1,0.057857857,-0.074970012,-0.111698113,-55,219
1,3,5,7,1.06502396,3,6,-0.126984127,-0.129230769,-0.326470588,1020,-2146
1,3,5,3,-2.35181382,-2,3,-0.286445012,-0.636363636,-0.166666667,-74,500
0,3,5,20,-4.95277207,12,-1,-0.01919192,0.124697337,0.175403226,-54,3395
0,3,5,-7,-0.42436687,1,2,0.080753968,-0.018113208,0.135135135,4,-30
0,3,5,13,-6.9486653,8,2,0.080758678,0.053623188,0.017992424,-86,2486
0,3,5,18,1.25393566,7,7,-0.044376546,0.211309524,0.086587437,-26,1985
0,3,5,-7,1.64818617,9,-1,-0.118250377,0.253134796,-0.122004358,-1020,737
0,3,5,-15,1.02121834,-12,-1,0.100628931,0.00070922,-0.032377428,-22,110
1,3,5,3,-5.16632444,-14,-1,0.022277228,-0.330128205,-0.016304348,29,-551
0,3,5,5,7.24982888,8,-3,0.29,0.212560387,0,-79,4634
0,3,5,-8,-3.19780972,1,-2,-0.093724966,0.156546489,0.277777778,-65,3198
0,3,5,-5,3.36481862,-3,-2,-0.00230139,0.018292683,-0.043589744,-19,295
0,3,5,-10,4.21081452,1,5,0.062179487,0.032145816,0.074829932,12,-555
0,3,5,3,6.27241616,7,-5,-0.05526561,0.035482375,-0.018596491,-135,551
0,3,5,8,1.40451745,-5,1,-0.143049591,0.043831169,0.204964539,-56,1865
0,3,5,-3,0.87337441,3,-1,-0.23908046,0.146387322,0.222689076,-201,2446
0,3,5,-10,1.28405202,-3,-4,0.104988662,0.043562708,0.148648649,-188,736
0,3,5,-5,-6.77344285,0,-4,0.190938512,0.137755102,0.044662309,26,-779
1,3,5,-17,8.07665982,-8,3,-0.068481124,-0.363636364,-0.069875777,-493,535
1,3,5,2,-2.13826147,-7,0,-0.060606061,-0.298136646,-0.083333333,43,-5101
1,3,5,6,2.4312115,-4,2,0.070532915,-0.179135209,-0.342857143,96,-8805
1,3,5,-8,-1.85900068,1,-1,0.024943311,-0.068461538,-0.136956522,24,-253
0,3,5,18,3.27994524,-5,-5,0.064230344,0.014441592,-0.004479283,125,-2170
1,3,5,-5,-0.47638604,-12,-1,0.026566217,-0.32798574,-0.076463561,302,-2921
1,3,5,-13,-4.38056126,-26,3,-0.037356322,-0.265797614,0.029257315,26,-629
1,3,5,-13,2.23682409,-6,1,-0.026088298,-0.111282249,-0.226436781,45,-344
1,3,5,-2,-3.13757701,4,1,0.00678733,-0.138235294,-0.211111111,41,-6315
0,3,5,9,2.83915127,11,-2,-0.06681282,0.25,-0.192749779,-25,218
0,3,5,-3,2.20944559,20,5,-0.014435074,0.091214668,-0.008184524,-188,1426
0,3,5,-15,-3.97809719,-1,3,0.104204939,0.018251273,0.034891376,-113,3369
0,3,5,-2,1.25119781,-6,-2,0.174084825,0.077221952,0.11283293,-121,1745
1,3,5,-8,4.98288843,-31,-1,0.039749692,-0.233766234,-0.152631579,108,-3735
0,3,5,13,-8.5065024,25,4,0.011689341,0.137469783,0.003571429,-75,3510
1,3,5,-5,5.91101985,-4,0,-0.124268503,-0.098008386,-0.27254902,54,-2325
1,3,5,31,-0.06023272,40,3,0.042078543,0.048865276,-0.178409091,-69,1315
0,3,5,7,0.3449692,11,4,0.095,0.099936749,-0.12962963,-88,931
0,3,5,5,8.89253935,6,-1,-0.041114058,0.237082067,0.161290323,-74,4604
0,3,5,2,-8.6844627,14,-1,-0.052295918,0.117948718,0.031914894,-28,2800
0,3,5,-3,1.94661191,0,0,0.2,-0.166666667,0.357142857,-22,174
0,3,5,13,6.63655031,3,-2,0.074081524,0.09526982,0.122896482,-26,1577
1,3,5,-10,-0.22176591,-5,4,0.007683616,-0.054508983,-0.184615385,-7,71
1,3,5,8,-0.06570842,-18,-3,0.016071429,-0.121014493,-0.016860465,-557,1275
0,3,5,12,0.02464065,12,0,0.026420738,0.070175438,0.08974359,-28,7960
0,3,5,-7,1.51676933,10,3,0.09912854,0.023809524,0.128205128,-95,560
1,3,5,-10,2.47227926,-10,1,0.077381759,-0.086635587,0.058292283,-18,1580
0,3,5,12,6.19301848,4,0,0.037083126,0.125227687,0.096979333,-32,822
1,3,5,-5,-1.70841889,2,4,-0.061643836,-0.048031865,0.047853624,-10,1675
0,3,5,10,1.23750856,9,-5,-0.038847118,0.141025641,0.27724359,-25,2840
0,3,5,8,-2.9431896,10,-1,0.080181683,0.160740899,0.254500819,-15,2265
1,3,5,-13,6.11362081,-4,2,-0.262077295,-0.347586207,-0.476190476,79,-2455
0,3,5,-5,6.03696098,7,-3,-0.015374332,0.115902965,0.201465201,-25,3869
0,3,5,21,-3.4606434,0,-1,-0.002150538,0.201587301,0.146846847,-24,1565
1,3,5,10,1.82614648,6,3,-0.018277399,-0.047619048,-0.046942706,-37,1799
1,3,5,2,-1.27583847,7,6,-0.011566424,-0.087301588,-0.251748251,585,-6005
0,3,5,-6,1.98220397,-5,-10,0.170485341,0.019913419,0.251058681,-45,8430
0,3,5,-5,-1.38809035,0,-4,-0.061287513,-0.022969647,0.086206897,-14,525
1,3,5,-8,-3.06913073,-7,-8,0.044957893,0.001326847,0.122435618,-24,5610
0,3,5,15,-0.45722108,9,-3,-0.224837352,0.271466905,0.371428571,-13,2080
0,3,5,-2,6.31348391,6,-1,0.041904762,-0.041935484,0.048366013,-5,1080
0,3,5,-3,9.76865161,1,-7,0.066959707,0.100877193,0.297953964,-6,2195
1,3,5,-11,-7.96167009,-4,4,-0.18407479,-0.017760618,0.086206897,-7,1325
1,3,5,-5,-1.10609172,-2,-1,-0.045857053,-0.104511125,-0.150537635,47,-5159
1,3,5,-8,0.39698836,-19,0,-0.016718913,-0.106130521,-0.147619048,-27,7895
1,3,5,-5,5.3908282,-16,-2,0.005490885,-0.043137255,0.047272727,20,-2560
0,3,5,-11,9.3853525,0,2,-0.043773409,0.18735363,0.112637363,-2,1115
0,3,5,8,1.67556468,0,1,-0.242830712,0.284900285,0.026315789,11,-3485
1,3,5,0,0.97741273,-12,2,-0.007615894,-0.142347344,-0.185185186,22,-2740
0,3,5,-11,4.10951403,4,4,0.049479167,0.159312839,0.028571429,-10,2695
0,3,5,-13,7.14031485,3,-1,0.157142857,0.163172607,0.316993464,-1,1030
1,2,3,-8,-3.05817933,3,2,-0.048865069,-0.116495806,0.02173913,-28,142
1,2,3,15,-8.50924025,0,-1,0.177014766,-0.196509009,0.005,38,-347
1,2,3,-3,-6.82546201,-7,4,-0.103912363,-0.19554849,-0.425,-5,65
1,2,3,8,1.48391513,-2,0,0.104347826,-0.143500643,-0.333333334,45,-185
0,2,3,-21,2.68583163,1,0,-0.002683363,0.327731092,0.1,-47,400
0,2,3,-8,-3.53182751,-9,0,-0.026675485,0.264241592,-0.070588235,33,-225
0,2,3,-3,0.38329911,6,0,0.037881254,0.084865196,0.095744681,72,-1754
1,2,3,0,-4.1724846,-3,-2,0.052903968,-0.232142857,-0.33805668,-15,655
0,2,3,15,1.48117728,5,1,0.056737588,0.155228758,0.094017094,50,-489
0,2,3,-13,1.62080767,-5,-3,0.140743213,0.072727272,0.174403183,7,-110
0,2,3,-5,2.29158111,3,3,0.072619047,0.223587223,-0.151315789,1,0
0,2,3,-5,6.60095825,-1,0,-0.022522522,0.155525847,-0.017786561,-43,364
0,3,3,17,-4.56125941,2,0,-0.074074074,0.185855263,0.004784689,14,-63
0,3,3,-5,-3.69062286,0,1,0.146464647,0.117948718,0.078518519,14,-17
1,3,3,-28,-13.46748802,-12,-4,0.23,-0.108932462,0.017045455,153,-1300
0,3,3,-5,-4.38877481,-5,-2,-0.037908497,-0.080487805,0.022727273,9,-29
0,3,3,-3,2.10814511,0,-2,-0.201877935,0.102693603,0.123781677,144,-723
0,3,3,3,-0.06297057,0,-2,0.241803279,0.194375517,0.225641025,122,-223
0,3,3,-23,-10.37645448,-18,-4,-0.087644433,-0.009661836,0.029230769,106,-1177
0,3,3,8,-1.51676934,1,6,0.020420242,0.129981025,-0.131458967,64,-82
0,3,3,3,1.63449692,2,2,0.243710691,0.062857143,0.073015873,118,-217
1,3,3,-18,-2.58453114,-10,4,-0.04309889,-0.15884928,-0.034782609,228,-1684
0,2,3,7,1.94387405,0,-10,0.400717703,-0.109090909,0.075757576,111,-718
1,2,3,4,0.30116359,-2,4,0.150061051,-0.073323507,-0.124014337,15,-180
0,2,3,-8,-3.03627652,-2,1,0,0.136363636,0.147058824,67,-252
0,2,3,-10,5.78781656,-4,1,0.063333333,0.047619047,0.071428571,327,-507
1,2,3,-8,-3.6440794,0,-3,0.041137523,0.062588568,0.033684211,-95,322
0,2,3,-15,2.57631759,-1,-8,0.003663004,0.035817308,0,51,-2067
1,2,3,20,3.00342231,0,4,-0.127637541,-0.052419355,-0.228287841,44,-143
1,2,3,-2,-7.58932238,3,-2,0.05,-0.067391304,-0.071078432,14,-293
0,2,3,-17,-2.19301848,1,-1,-0.005268491,0.118663595,-0.047123623,-160,2292
0,2,3,5,-6.31895962,3,-6,0.170600414,0.000735294,0.153191489,40,-188
0,2,3,20,5.92744695,3,0,-0.046641791,0.142857143,0.116883116,398,-2508
0,2,3,0,8.45448323,2,-5,0.005200945,0.107758621,0.029411765,-70,703
1,1,3,-8,1.5633128,1,1,-0.107142857,-0.104761905,-0.074175824,143,-595
1,1,3,0,-0.83778234,-2,0,0.141344802,-0.133942162,0.053301887,-11,41
1,1,3,15,0.10951403,4,2,-0.172126745,-0.156682028,-0.127371273,50,-203
1,1,3,-13,-5.15811088,-6,1,-0.110939907,-0.254608295,-0.3125,48,-1348
0,1,3,2,1.7193703,-2,-5,-0.068627451,0.139498433,0.363636363,78,-446
0,1,3,0,-2.89664613,7,6,-0.059478261,0.035714286,0.025735294,-132,669
1,1,3,-10,7.47433265,2,-2,0.023085915,-0.196812197,0.171428571,55,-1595
0,1,3,21,2.52156057,4,-2,0.231347963,0.036050157,-0.076923077,-109,1621
