Result,surface,best_of,w_heightdiff,w_agediff,w_acediff,w_dfdiff,%w_1stIndiff,%w_1stwondiff,%w_2ndwondiff,w_rankdiff,w_rankpointsdiff
0,1,3,-12,-5.67556468,1,1,0.044354839,0.177777777,0.166666667,-51,1864
1,1,3,-15,2.57631759,-7,1,-0.030952381,-0.152303523,-0.195906433,84,-2158
1,1,3,5,0.54209446,0,-1,0.01542777,-0.267094017,0.235897436,67,-3670
0,1,3,10,-8.10130048,0,-3,-0.071944984,-0.070189593,0.1125,72,-2004
0,1,3,10,0.91718001,3,-2,0.057316543,-0.080357143,0.40247678,-38,705
0,1,3,-18,1.95756331,-7,1,0.161498341,-0.111229566,0.013293311,8,-236
0,1,3,5,-3.12662559,4,2,-0.12950058,0.281859071,0.162393163,-105,9490
0,1,3,-10,-4.93360712,-2,1,-0.065151515,0.225225225,0.080745342,-20,785
0,1,3,2,-1.43189596,-2,2,0.016426282,0.116261398,-0.114973262,-26,3555
1,1,3,-25,-2.93771389,1,-2,-0.036924119,-0.153398927,0.11954023,-41,1775
0,1,3,-5,2.0752909,-1,-4,0.062943072,0.119644724,0.003378378,-3,275
1,1,3,2,0.27378508,-1,0,0.00962963,-0.241935484,-0.076315789,114,-3891
1,1,3,-3,-0.3723477,-4,-2,-0.007541478,-0.362903226,-0.25,62,-819
1,1,3,-12,-0.02464066,-2,1,-0.003387534,-0.152386781,-0.056561086,38,-8945
0,1,3,15,-0.44353183,5,3,0.10259685,0.114779875,-0.058608058,124,-1560
0,1,3,-3,1.57426421,1,-1,0.21191766,0.02375,-0.064935065,-49,4060
0,1,3,-15,-3.32648871,-7,-2,-0.095798319,-0.126086957,0.199705232,-4,1590
1,1,3,-2,-2.61190966,-2,3,-0.044991511,-0.130877193,-0.230769231,20,-8555
1,1,3,-13,2.30800822,-9,0,0.038634771,-0.007376185,0.010416667,-136,4530
0,1,3,12,2.62559891,3,-2,0.16,0.215789474,0.133333333,-5,5675
0,1,5,-8,1.36071185,7,4,-0.212343212,0.097390777,0.133870968,-139,9655
1,1,3,7,3.57289528,-2,-1,0.189315243,-0.094746716,-0.190315316,-2,550
1,1,3,-5,6.38193018,-3,5,-0.23460145,-0.266787659,-0.257606491,-3,100
1,1,3,2,-5.9192334,-6,2,-0.130763417,-0.146153846,-0.186090225,115,-1534
1,1,3,-10,-0.28199863,1,0,-0.080136986,-0.101778656,0.175925926,-282,2526
0,1,3,-2,0.78028747,2,-2,-0.002052685,0.119047619,0.005514706,-20,525
0,1,3,-18,1.7631759,-3,2,-0.032108317,-0.02764977,0.025219299,-10,275
0,1,3,8,-1.17180014,11,0,0.118845501,0.05,0.154882155,-10,536
1,1,3,-5,2.6310746,2,1,-0.042222222,-0.05707196,-0.210526315,21,-1335
0,1,3,0,4.1724846,8,-1,-0.077041602,0.187770562,0.091346154,12,-355
0,1,3,-2,-5.39904175,0,-3,0.102841137,-0.080111352,0.185879758,29,-161
0,1,3,-10,5.01574264,-8,0,-0.04647943,0.011011011,0.2007722,-65,435
1,1,3,-5,-4.85968515,-6,-1,-0.09059829,-0.229860365,-0.071428571,37,-1815
1,1,3,-7,-6.22861054,-1,-2,0.08375286,-0.025925926,0.043445122,-25,987
1,1,3,25,-8.58590007,1,5,-0.172043011,0.026041667,-0.02605364,-75,857
0,1,3,28,2.0752909,8,-5,0.307692308,0.25529543,0.021220159,-16,455
0,1,3,8,-3.56194387,0,3,0.153687586,0.095918367,-0.037241379,-15,395
1,1,3,22,-1.2128679,-7,-5,0.036890645,-0.199643494,0.027777778,94,-2052
0,1,3,2,2.03148528,-4,-7,0.097077022,0.113851993,-0.049796748,-43,1510
0,1,3,23,2.47501712,8,0,-0.021367521,0.011857708,0.116071429,-13,315
0,1,3,-23,-5.08145106,-14,-2,0.069752491,0.135810811,0.333333333,84,-1075
1,1,3,0,9.65092402,4,2,-0.005321101,-0.041646606,-0.134085213,-16,690
1,1,3,-3,8.0109514,7,-1,0.060077022,0.062269713,-0.25,271,-1376
0,1,3,5,-0.41889117,-2,-5,0.1555334,-0.020376175,0.116666666,-14,3140
0,1,3,10,-4.87063655,3,-2,0.041718816,0.164335664,0.16,-31,1620
0,1,3,6,0.56673512,1,0,0.123188406,0.109719737,0.012820513,-38,2676
1,1,3,-2,4.22176591,-4,-1,0.033012821,-0.272222222,-0.073463268,82,-2395
0,1,3,10,-1.2073922,-1,-1,0.206924315,0.211302212,0.196078432,-33,1765
0,1,3,-17,-6.65845312,-1,1,0.062558357,-0.050406504,0.257575758,60,-445
1,1,3,10,5.67008898,8,-3,0.053532805,-0.002007226,-0.137123745,16,-2845
0,1,3,-5,-7.51266256,1,0,0.058542414,0.188157895,0.090909091,-61,3328
0,1,3,30,-1.87268994,12,-3,0.141564319,0.057312253,-0.055555556,8,-965
0,1,3,18,0.08487338,16,-4,0.026024955,0.118951613,0.115217391,9,-815
0,1,3,5,-3.1266256,2,1,-0.160377358,0.319047619,0.083333333,-102,8490
1,1,3,-5,6.13278576,-1,-2,-0.160098522,-0.202380953,0.133333333,-30,3785
0,1,3,0,-4.68720055,0,2,-0.086509146,-0.087209302,0.266106443,13,-1270
0,1,3,2,-3.03080082,11,3,-0.055263158,0.235317304,-0.012626263,6,-1055
1,1,3,-23,2.27241615,-15,-4,0.108856529,-0.184210527,-0.164502164,96,-3872
0,1,3,15,-2.81177276,6,1,-0.077302632,0.065223666,0.059848485,14,-2430
0,1,3,-13,-0.99110199,-2,0,-0.094681473,0.140973631,0.233333334,-22,7560
1,1,3,0,1.3908282,2,0,0.053235653,-0.057312253,-0.37254902,-11,260
1,1,3,-11,-2.68583162,-12,1,-0.081317204,-0.1640553,-0.20261438,3,-1420
0,1,3,-3,5.43737166,9,1,0.077228327,0.022413793,0.043478261,-19,7420
0,1,3,10,2.62833676,0,0,-0.228242628,0.12145749,-0.041666667,-20,1320
0,1,3,-6,3.61943874,-6,-4,0.020833333,-0.084729064,0.403508772,-4,4610
1,1,3,-8,1.37440109,-6,2,0.085668103,-0.102599179,-0.101190476,-12,6460
0,1,3,-5,1.65092403,-5,-4,0.086363636,0.130272953,0.494047619,-19,122
0,1,3,-5,4.06844627,6,-5,-0.032693984,0.085499316,0.291474655,7,-75
1,1,3,13,4.64065709,-4,1,-0.17,-0.241935484,-0.299043062,-2,23
1,1,3,-23,4.97467488,-4,2,-0.193382353,-0.151515151,0.061627907,2,-8
1,1,3,-16,-8.96098563,-8,2,0.093137255,-0.184766215,-0.081135903,21,-180
1,1,3,0,-9.5742642,8,3,0.096525601,0.17109777,-0.176079734,136,-517
1,1,3,0,-1.65639973,-11,3,0.058850788,-0.168181818,-0.135917313,17,-103
0,1,3,-3,0.5065024,-4,1,0.178369653,-0.025641025,0.212121212,6,-41
1,1,3,-2,-1.25941136,13,0,0.036842105,-0.061559507,-0.151162791,60,-1285
1,1,3,0,-4.09856262,-2,-1,0.2,-0.05978706,-0.123539982,13,-198
1,1,3,5,-5.62628336,-5,2,0.026833631,-0.292207793,-0.202380952,-36,495
0,1,3,-13,-7.63586585,0,0,0.011111111,-0.112980769,0.297058824,36,-639
0,1,3,-8,-4.41889117,-4,-2,-0.08871939,0.094827586,0.331111111,-61,990
0,1,3,10,-4.34223135,17,-5,0.121705205,0.049682876,-0.074468085,-19,500
1,1,3,5,1.94934976,-2,-1,-0.244086022,-0.232352941,-0.023809524,33,-916
0,1,3,-5,-1.4072553,-7,-1,-0.06152385,0.075471699,-0.00974359,48,-640
0,1,3,-5,10.38466804,4,6,0.019400953,0.119047619,-0.013636364,9,-171
1,1,3,-10,-3.92881588,-3,1,-0.071243407,0.052163462,-0.185714286,52,-1420
1,1,3,0,2.82546201,3,-3,-0.140109891,-0.036877909,-0.137566138,27,-965
0,1,3,10,9.00752909,8,0,0.070234114,0.292857143,0.133333333,4,-26
1,1,3,0,-6.1081451,0,-1,0.158951176,-0.096732026,0.043343653,-26,695
1,1,3,5,-1.65366188,0,4,-0.111111111,-0.012452108,-0.14379085,-4,130
1,1,3,-8,5.52498289,2,-2,0.004425711,-0.211138311,-0.022222223,-29,840
0,1,3,0,-6.0862423,3,-5,0.155172414,0.138755981,0.372727273,-37,1341
0,1,3,3,-4.66803559,-2,0,0.061310783,0.323809524,0.169230769,-55,1260
1,1,3,-5,2.23956194,2,5,0.030978197,-0.116666667,-0.071704357,12,-285
1,1,3,-3,0.38329911,-6,2,-0.051789077,-0.075757576,-0.035714286,-7,128
1,1,3,2,2.98973306,-3,0,-0.016129032,-0.094444444,-0.131054131,-66,1495
0,1,3,-10,-2.17385353,3,-1,0.043010753,-0.017712746,0.168181818,-18,710
0,1,3,5,-2.0752909,-2,2,-0.093454791,0.024205031,0.135449736,-32,215
1,1,3,-5,3.24161533,-5,3,-0.005102041,0.02745098,-0.278708134,-32,1075
0,1,5,-15,3.47980835,7,-8,0.08434548,0.05522021,0.22049957,-246,14624
1,1,5,7,-7.04449008,-3,10,-0.123809524,-0.17948718,-0.247311828,-32,604
0,1,5,-7,-4.79397673,-5,-3,-0.077922078,0.103683686,-0.014021422,133,-509
1,1,5,-2,-3.57015742,7,7,-0.081521739,-0.08,-0.111111112,-13,72
1,1,5,-15,-4.88158795,1,-6,0.04224347,-0.063797468,0.083333333,-32,175
1,1,5,-20,4.65160848,-9,5,-0.058139535,-0.193838254,-0.161585366,99,-2958
1,1,5,3,-0.26283367,1,4,0.050682262,-0.210338681,-0.166666667,102,-4290
0,1,5,5,-3.76454483,2,-2,0.161936937,-0.017299864,0.06561532,35,-181
0,1,5,-3,-3.1485284,4,3,0.055949087,-0.047159219,0.050724638,-18,228
1,1,5,-3,6.07529089,3,9,-0.028698506,0.017192983,-0.090909091,215,-1116
0,1,5,2,-6.16290212,11,8,-0.089482201,0.150293255,0.043249562,-42,722
1,1,5,0,5.43189596,2,6,-0.060636856,0.028541226,-0.203720508,269,-858
0,1,5,-5,-4.862423,0,0,0.120727243,0.027850589,-0.003444316,-33,1140
1,1,5,0,3.31553731,-1,6,-0.232208363,0.003875969,-0.141612201,25,-1660
1,1,5,-5,0.74469542,-1,1,-0.052462652,0.036580882,-0.056394453,60,-1054
0,1,5,16,1.14442163,13,4,-0.239115647,0.081260806,0.094594595,-25,499
1,1,5,0,3.85489391,-6,1,0.030153509,-0.257046569,0.075555556,-66,317
1,1,5,0,6.05065024,-13,2,0.013289036,-0.144230769,-0.169365722,80,-4127
1,1,5,-2,4.22176591,-2,-2,-0.08942971,0.036387976,-0.061261922,56,-2445
0,1,5,-10,-6.41752224,-2,-2,0.222008547,-0.069148936,0.040540541,21,-84
1,1,5,18,-3.29089664,1,4,-0.000501253,-0.102764977,-0.035211268,-220,1192
1,1,5,-3,-0.37234771,-7,-1,-0.032279626,0.015970961,0.034115138,57,-944
1,1,5,-28,-3.89596167,-4,1,0.023488641,-0.046570973,-0.103464642,-73,336
0,1,5,-10,-2.00136893,9,-7,0.038461538,-0.003508772,0.014191729,-67,584
1,1,5,5,-6.60095825,-2,3,0.034722222,-0.268907563,0.081871345,44,-1845
1,1,5,-12,5.77412731,-2,-1,-0.019756098,-0.266779661,0.054115854,61,-1365
1,1,5,2,1.56057495,-7,-4,0.096986246,-0.162582345,-0.114777619,-13,77
1,1,5,-2,2.68035592,4,0,0.014513323,-0.11010649,-0.040576794,11,-77
0,1,5,-21,0.42162902,-7,-3,0.048686097,0.026441632,0.14609224,53,-1060
0,1,5,2,-9.76043805,-3,-2,0.059829059,0.08125,0.092857143,-125,1045
0,1,5,-18,-6.17932923,-7,-5,0.031040131,0.149306431,0.014196983,-40,198
1,1,5,-3,-2.21765914,7,2,-0.165053129,-0.037698413,0.015673981,-115,247
0,1,5,-5,-1.36618755,-2,1,-0.108039216,0.054198729,0.134863702,-43,3970
1,1,5,0,8.53661875,0,7,0.031256384,-0.109693878,-0.327173913,89,-3555
0,1,5,12,1.73305955,-4,-7,0.099067599,0.02972973,0.214778326,16,-437
0,1,5,28,4.45722108,46,-6,0.144331159,0.071839081,-0.086414709,-50,850
1,1,5,-12,8.65708419,1,0,0.06025641,-0.394957983,-0.252903226,47,-533
1,1,5,2,6.08350444,0,1,0,-0.113636364,-0.294117647,82,-844
1,1,5,0,-1.13620808,0,3,0.170507896,-0.265243902,-0.335384615,36,-408
1,1,5,-5,2.03696099,0,1,0.188933873,-0.0875,-0.132094943,49,-391
1,1,5,6,1.80698152,-8,7,0.00464716,-0.155798905,-0.331643002,79,-8615
0,1,5,-2,7.89322382,5,6,-0.152176272,0.208743843,-0.120195668,10,-97
1,1,5,-28,1.11978097,-34,-2,0.043570248,-0.159307195,0.018912529,85,-1083
1,1,5,-5,-6.76249145,-6,1,-0.018768189,-0.167457627,0.027027027,184,-2586
1,1,5,-10,-4.09856263,-3,2,-0.06,-0.009236453,-0.114420062,88,-780
0,1,5,-5,-5.09240246,6,-2,0.045524691,0.143356644,0.420689655,-100,982
1,1,5,-5,2.72689938,-1,0,0.133371603,-0.299003322,-0.263736263,83,-2884
0,1,5,-5,-2.28062971,-1,-2,0.099859353,0.083333334,0.281007752,-82,4175
1,1,5,3,3.09924709,-8,0,-0.03674052,-0.067567567,-0.02792696,-14,342
0,1,5,0,-12.45448323,7,3,0.036738351,0.088345865,0.099673203,-119,1073
1,1,5,7,-2.47501711,5,-2,-0.05319559,-0.130434783,-0.1,26,-1025
0,1,5,3,0.36413416,-1,1,-0.091650705,0.165340407,-0.003850597,28,-758
0,1,5,-13,3.89048597,-5,0,0.000408789,0.157051282,0.066332916,10,-290
0,1,5,-13,-1.36071184,-11,-3,-0.005878485,0.070262246,0.014129354,114,-4296
1,1,5,-10,3.20328542,-7,6,-0.175,-0.188888889,-0.082051282,79,-2540
0,1,5,8,-7.05270362,2,-4,0.055960648,-0.018661519,0.014880202,-211,902
0,1,5,10,1.25119781,11,1,0.099025974,0.159957627,0.038314177,120,-1225
1,1,5,3,-5.14168378,-2,2,-0.060858564,-0.105500821,-0.019270955,25,-1505
0,1,5,5,-9.99863107,21,-9,0.017170329,0.161380597,0.277777777,-55,1324
1,1,5,-13,-4.69815195,-3,-7,0.15221863,-0.319230769,0.008527132,9,-75
0,1,5,-23,6.91033538,-5,-3,-0.037662338,0.071678322,0.075498575,36,-640
1,1,5,0,-5.17180013,0,2,0.138076575,-0.2125,0.017567568,240,-4763
0,1,5,5,-0.02464066,12,-7,-0.035294118,0.144444444,0.079651163,-28,297
1,1,5,-25,-10.39835729,-24,-2,0.029607638,-0.041666667,-0.016129032,33,-753
1,1,5,3,7.52361397,11,1,-0.107899516,0.127954014,-0.139646102,-18,625
0,1,5,0,-4.25462012,-4,0,0.006509278,0.092248062,-0.062337662,-31,730
0,1,5,0,3.03353867,0,-3,0.000357212,0.101003982,-0.046722908,9,-275
0,1,5,0,-1.08966461,1,-1,-0.054615927,0.158783784,0.162865146,-43,8294
0,1,5,5,-4.90622861,-2,0,0.215384615,0.5,0.2,-60,14039
0,1,5,-15,1.08418891,0,-2,-0.005053909,0.025252525,0.145096057,-24,1600
1,1,5,13,3.9890486,-1,1,-0.09496997,-0.117607973,-0.223190933,-18,2065
0,1,5,0,4.7227926,-3,0,0.152834969,0.111717974,0.123784262,-42,3862
1,1,5,-2,5.86173854,-10,-8,0.079593496,0.04378672,-0.049428648,-8,559
1,1,5,-10,1.0294319,-8,1,-0.065789474,-0.208291203,-0.054677207,36,-1848
1,1,5,0,-6.88843258,-2,6,0.150326797,-0.003118503,-0.148392652,76,-506
0,1,5,-3,-2.14647502,4,1,-0.038733389,0.029941292,0.063129974,-29,2095
1,1,5,-23,6.47775496,-5,0,0.039433772,-0.173076923,-0.05,-129,2250
1,1,5,8,-7.63312799,10,0,0.050290136,-0.202380953,-0.012030075,-47,1265
1,1,5,-8,-5.15263518,-7,9,-0.05402959,-0.099935227,-0.011449016,61,-4205
0,1,5,-12,-7.93702943,4,-4,-0.050692574,0.056055646,0.134061931,-35,3127
0,1,5,3,-2.12731006,7,2,-0.130522961,0.123920266,0.083111702,-12,340
1,1,5,-7,5.41273101,-8,3,0.024137931,-0.17303863,-0.03125,38,-8195
0,1,5,3,7.43874059,6,3,-0.091666667,0.158333333,-0.013888889,-16,1425
0,1,5,0,-7.72621492,10,0,-0.13654321,-0.056938962,0.087742176,20,-3369
0,1,5,10,-1.2073922,9,1,0.368347339,0.222162162,-0.011111111,-32,1820
0,1,5,13,4.94455852,1,3,-0.197391304,0.231934732,0.115384615,132,-2795
1,1,5,2,-2.4476386,-3,8,-0.107407407,-0.081707317,-0.099371069,60,-4185
0,1,5,-30,-10.83367556,-15,1,-0.078700526,0.073660714,0.236036036,-16,2595
0,1,5,2,4.00273785,7,-1,-0.090256924,0.274871795,0.188018433,-22,7750
0,1,5,0,-2.09445585,-2,-2,0.020677966,0.13061651,0.302197802,-10,11965
0,1,5,8,7.47980835,8,-4,0.061449276,0.10106383,0.282142857,-13,1354
0,1,5,-15,3.49075975,7,-8,-0.014170603,0.00063065,0.137254902,-139,4570
0,1,5,-12,-2.6255989,-7,1,0.049320556,0.02963703,0.043337264,5,-5140
1,1,5,5,0.72005475,10,4,-0.100968893,-0.059803921,-0.153766769,11,-12005
0,1,5,5,4.75564681,7,2,0.038722442,0.031494523,0.12745098,-4,815
0,1,5,-5,2.14921286,3,-4,0.048780488,-0.071256039,-0.019444444,2,-9860
0,3,5,13,-5.59890486,2,0,0.086321574,0.088401254,0.333333334,-112,1656
0,1,5,-10,3.79739904,4,-4,-0.011366539,0.147160069,0.139632107,24,-93
1,1,5,2,-2.36824094,5,2,0.002455494,-0.063599301,-0.148529412,10,-48
1,1,5,-2,3.15947981,-7,-1,0.05031091,-0.356410256,-0.294612795,33,-319
0,1,5,13,5.40451746,5,2,0.001424929,0.12056903,0.0020008,-7,1054
0,1,5,13,-2.2806297,12,-1,0.038970698,0.114166667,0.216589861,-6,1005
0,1,5,8,-1.36071184,-16,-1,0.196042432,-0.103794038,0.057418699,62,-8715
0,1,5,5,3.00616016,5,0,-0.00679669,0.142072753,0.27375,-47,8577
0,1,5,13,3.02258727,12,-1,0.012794948,0.177926159,0.033333334,61,-310
1,1,3,5,3.54551677,1,-1,-0.075471698,0.064148254,-0.132732733,42,-275
0,1,3,11,-2.90485968,11,0,0.069875777,0.129699248,0.111111111,-1,2
0,1,3,-5,7.55646817,7,-3,0.178451178,0.26242236,0.492307692,207,-1131
1,1,3,23,-3.26899384,6,1,-0.086594761,0.110722611,-0.185676393,-124,815
0,1,3,2,0.95277207,2,-3,0.060321258,0.188662131,-0.118055556,-34,189
0,1,3,16,8.96098562,2,2,0.054054054,0.133571855,0.083870968,-17,116
0,1,3,5,1.96851471,16,0,0.133986928,0.129824562,-0.008951407,-29,411
1,1,3,-2,-1.98220397,5,-1,0.083973038,-0.065147967,-0.103040541,96,-281
0,1,3,2,-3.89869953,-5,1,-0.012698413,0.061608824,-0.005529954,161,-713
1,1,3,-5,-5.62902122,-1,3,-0.048584202,-0.084152334,-0.026143791,10,-178
1,1,3,3,2.93771389,4,-2,0.099216172,-0.017917512,-0.06,90,-1281
1,1,3,11,-2.96783025,8,1,0.073464912,-0.017316017,-0.26060606,-170,529
0,1,3,12,2.02874743,-6,-1,-0.159752232,0.067572971,0.104247105,-107,476
1,1,3,5,1.56605065,-1,6,-0.125541126,-0.098505435,-0.054166666,29,-600
1,1,3,-8,-8.79397673,-6,2,-0.13,-0.203323558,-0.200956938,69,-617
1,1,3,0,4.13689253,1,-3,0.082892417,-0.114150943,-0.133333333,199,-3034
1,1,3,27,8.87611226,-4,1,-0.013225307,-0.131851852,-0.342710998,26,-1262
0,1,3,0,-12.1779603,10,1,0.045045045,0.048351648,-0.012195122,-220,1607
0,1,3,-2,-0.93634497,-1,-1,0.104761905,0.081196581,0.188725491,-27,589
0,1,3,-8,-10.32169746,-9,-1,0.0005071,0.101045296,0.190016103,-27,2120
1,1,3,-22,3.21423682,-2,1,-0.050057405,-0.132034632,-0.123809524,-4,514
1,1,3,-2,8.68446269,-5,1,0.046867695,-0.122086864,0.058516197,18,-1875
1,1,3,0,0.47364819,-4,1,0.022767518,-0.048951049,-0.266483517,-8,1464
1,1,3,-3,-1.99315537,-6,0,-0.089366516,-0.020776875,-0.050925926,174,-603
0,1,3,0,-0.79123888,3,1,0.005561736,0.098039215,0.230769231,-44,344
1,1,3,7,-5.68377823,3,-3,-0.055555556,0.036949686,-0.081724581,82,-660
1,1,3,8,1.97672826,10,-1,0.060127254,0.087630725,-0.025,-21,126
0,1,3,15,4.78576318,4,-2,0.176190476,0.26984127,0.375,-28,494
0,1,3,-8,-6.62286105,2,-1,0.190704225,-0.121968122,0.132211538,26,-259
1,1,3,-26,-7.06365503,-7,-1,0.028577758,-0.21506613,0.148148148,-22,126
0,1,3,-13,8.50650239,-7,-4,-0.053832189,-0.090574214,0.105263158,47,-3914
0,1,3,11,5.43189596,8,-1,0.047476636,-0.188644689,-0.017316017,-37,2415
0,1,3,8,2.18480492,1,-1,0.062111801,0.032323233,0.110187111,-67,1285
0,1,3,13,4.38329911,6,0,-0.140685544,0.246867168,-0.214046822,-40,579
1,1,3,13,-0.32306639,-4,0,-0.045238095,-0.414545455,-0.047930284,82,-5605
1,1,3,-15,14.81998631,-8,1,-0.138198757,-0.403225806,-0.005128205,26,-579
1,1,3,-13,3.75633128,-3,-1,0.053571428,-0.253320683,0.036363636,26,-2200
0,1,3,-2,0.95824777,1,1,0.104550379,0.104072398,-0.024305556,-18,655
1,1,3,10,-0.8733744,0,-2,-0.147817461,0.026451613,0.009049773,30,-4965
0,1,3,2,-11.58932238,5,1,0.137142857,-0.107023411,0.083333333,18,-1965
0,1,3,0,3.04722793,6,2,-0.063311689,0.128654971,0.045362903,-13,4310
1,1,3,-15,12.06297057,0,-6,0.011827125,0.001435132,0.016129032,-24,4835
0,1,3,-5,6.06707734,2,5,-0.152342721,0.127350262,-0.100961538,-3,40
1,1,3,-3,-4.13415469,3,2,0.040212695,0.02716508,-0.136950905,69,-327
1,1,3,0,-7.49623546,-1,-2,-0.051948052,-0.155368629,0.166666667,31,-430
0,1,3,-23,-8.41341547,-3,-1,-0.11936937,0.175274725,0.065454545,-41,214
0,1,3,-10,0.26557152,-2,-3,0.244318182,-0.230672926,0.247058824,32,-331
1,1,3,5,7.54551677,-1,0,-0.056650246,-0.090413943,-0.091666667,119,-958
1,1,3,5,4.71184121,1,1,-0.053675992,-0.151515151,-0.19,42,-207
1,1,3,-10,-8.94182067,-3,0,0.136904762,-0.09,-0.2,-30,1135
0,1,3,10,-0.65160849,2,-1,0.03832952,0.136398468,-0.072106262,-4,110
1,1,3,-3,-2.52156058,-2,-5,0.09441402,-0.109797297,0.071428571,66,-895
0,1,3,-13,-10.66940452,4,-2,0.026209677,0.117516629,0.295238095,35,-444
1,1,3,-8,0.87611225,-3,0,0.062155783,-0.160344828,-0.136363636,52,-971
0,1,3,8,-4.42710472,-2,0,-0.029587915,-0.060911017,0.030612245,-32,567
1,1,3,10,-0.26557152,-5,3,-0.220306513,-0.244444445,-0.081196581,13,-290
1,1,3,-18,-1.25393566,-6,0,0.076923077,-0.162756598,0.030651341,49,-944
1,1,3,-3,-5.62902122,-1,-1,-0.066530612,-0.201474202,-0.240384615,-21,1955
1,1,3,0,-3.32648871,6,-2,0.076009867,0.259581881,-0.13421659,-10,350
1,1,3,0,3.6769336,-6,1,0.05987025,-0.092818428,-0.027914614,-2,6
0,1,3,11,2.79534565,4,-11,-0.039788488,0.020176544,0.078431373,-65,580
1,1,3,-3,2.13552361,-1,0,-0.077532541,-0.122916667,-0.1225,26,-274
1,1,3,-10,-2.90212183,4,0,-0.001486768,-0.023185484,-0.172364673,-20,126
1,1,3,5,8.92539357,-1,0,-0.078644888,-0.125,-0.046666667,-58,292
0,1,3,-13,-2.42299794,-17,-4,-0.11886806,-0.054449973,0.16,-5,24
1,1,3,-22,-6.88021903,2,3,0.060716139,-0.008879492,-0.153846154,-41,1547
0,1,3,-16,4.87611226,-3,-3,-0.013822435,0.016428571,0.116819142,186,-927
1,1,3,-12,0.24640657,-10,-1,-0.122929381,-0.14893617,-0.074074074,-77,510
1,1,3,-10,0.45722108,10,2,-0.083014049,0.130604289,-0.076704545,93,-1152
0,1,3,13,2.27241615,8,-2,0.065985525,-0.010720412,-0.077106518,-71,2791
0,1,3,-5,-0.42162902,9,-1,0.225028702,0.125603865,0.023809524,169,-600
0,1,3,-5,1.17727583,-7,0,0.101532343,0.094791667,0.024526199,-102,1370
0,1,3,-5,4.81040383,11,1,-0.0982009,0.367595819,0.147058824,59,-1005
1,1,3,-5,1.98767968,1,3,-0.088827839,-0.329519451,-0.527777778,206,-1637
1,1,3,-8,-2.28336756,-5,-1,-0.055507621,-0.245989305,0.045031056,72,-2795
1,1,3,-11,-0.75017112,-1,-3,0.133066819,-0.060330912,-0.053896104,9,-1590
1,1,3,-2,4.46543464,-5,1,-0.023809523,-0.356884058,-0.298245614,35,-3795
1,1,3,5,0.44900752,-4,5,0.025542784,-0.042053664,-0.083333333,-37,679
1,1,3,0,1.3908282,1,2,-0.032175926,-0.092403487,-0.12588513,3,-65
0,1,3,5,-10.52977413,6,0,0.063297872,0.27826087,0.117647059,-47,1243
1,1,3,-6,7.22792608,-21,-2,0.096163186,-0.210597826,-0.173846154,54,-3697
0,1,3,0,6.32169747,1,-1,-0.013480392,0.23015873,0.080745342,-7,57
1,1,3,5,-1.27857631,-6,2,-0.08097166,-0.293333333,-0.251748251,-16,535
1,1,3,13,-1.30321698,10,4,-0.145454545,0.019047619,-0.146825397,12,-630
1,1,3,5,-3.75085558,-2,-2,-0.060767591,-0.088888889,0.034285714,6,-710
0,1,3,-15,-1.28131417,-8,2,0.027479092,-0.047619047,0.107207208,11,-320
0,1,3,13,-3.6276523,5,-2,-0.054022542,0.085882353,0.069264069,14,-1640
0,1,3,0,1.16632444,-2,-3,0.049641148,-0.078766098,0.179271708,-50,1190
1,1,3,5,5.99589323,1,-1,0.051168293,-0.258787879,-0.256578947,54,-388
0,1,3,0,-3.22792608,7,-3,0.032191982,0.165865385,0.257142857,-92,8715
1,1,3,-2,-2.07255304,-4,2,0.039779216,-0.123671498,-0.100689655,60,-4149
1,1,3,-3,-2.7761807,3,7,0.001202749,-0.130322581,-0.167644901,-4,301
0,1,3,11,-6.93497604,11,-1,0.122892635,0.125448028,0.3,-44,3632
0,1,3,3,-5.06502396,5,0,0.03628692,0.108333333,0.077030813,21,-885
0,1,3,-3,5.14168378,-2,-6,0.125789474,0.281385281,0.169133192,-30,1435
1,1,3,-13,4.56947297,-4,3,-0.168337264,-0.00212766,-0.153452685,1,-70
0,1,3,5,3.77549624,4,4,0.040909091,0.491902834,0.093793103,-43,8360
0,1,3,3,-4.95003422,4,-1,-0.016239316,0.171474359,0.054901961,16,-3205
0,1,3,8,0.53935661,12,-1,0.07020757,0.224025974,-0.130671506,-32,3365
1,1,3,23,-15.04996578,1,1,-0.077104811,-0.144137931,-0.088071349,11,-800
0,1,3,15,-5.11704312,5,-2,0.032679738,0.085714286,0.30952381,-11,6890
0,1,3,2,4.00273785,1,-4,-0.120696721,0.059863945,0.193548387,-18,7610
1,1,3,-20,-2.04791239,-6,-1,-0.06504065,-0.307017544,-0.162679425,84,-2903
0,1,3,5,-1.19917865,5,-4,0.093333333,-0.020408164,0.325490196,-1,10
1,1,3,-18,-11.60027379,-19,-1,-0.181005174,0.045899633,0.19836818,26,-730
1,1,3,3,-2.36002737,-4,0,-0.120595534,-0.212171053,-0.060606061,-27,2295
1,1,3,7,-0.81861739,-4,-1,0.202869199,-0.102702703,-0.11622807,9,-176
1,1,3,0,-1.47022587,0,-2,-0.054166666,-0.14673913,-0.401904762,-53,291
0,1,3,10,-2.97056811,2,-3,0.286324787,0.182330827,0.142857143,-92,1498
