Result,surface,winner_ht,winner_age,loser_ht,loser_age,best_of,w_ace,w_df,%w_FSrv,%w_FSrvWon,%w_2ndWon,%l_FSrv,%l_FSrvWon,%l_2ndWon,l_ace,l_df,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1,2,198,22.09993155,183,29.94934976,5,17,14,0.709090909,0.735042735,0.375,0.570621469,0.623762376,0.565789474,0,5,5,4360,56,875
1,2,188,35.52908966,175,29.01026694,5,3,3,0.698529412,0.673684211,0.56097561,0.603053435,0.670886076,0.384615385,5,7,27,1370,80,678
0,2,183,25.27310062,188,31.49897331,5,12,7,0.642276423,0.759493671,0.454545455,0.639097744,0.658823529,0.375,6,11,127,438,64,806
0,2,190,29.87542779,183,31.41683778,5,5,8,0.635761589,0.739583333,0.436363636,0.673611111,0.608247423,0.638297872,2,1,55,883,51,955
1,2,185,25.25393566,183,33.63175907,5,4,3,0.6,0.921568627,0.617647059,0.629213483,0.696428571,0.545454545,2,1,26,1385,187,272
1,2,208,40.24093087,188,37.68104038,5,35,7,0.693251534,0.778761062,0.52,0.573529412,0.820512821,0.637931034,14,1,94,599,108,530
1,2,188,28.03011636,180,34.92676249,5,12,8,0.669117647,0.747252747,0.466666667,0.595890411,0.632183908,0.474576271,3,4,46,997,303,115
1,2,178,35.61122519,190,32.13963039,5,4,1,0.582781457,0.738636364,0.555555556,0.4765625,0.704918033,0.492537313,7,3,54,895,67,781
1,2,188,34.10814511,185,29.86447639,5,5,1,0.61682243,0.757575758,0.585365854,0.56302521,0.611940299,0.442307692,8,3,82,670,121,465
1,2,188,27.87405886,185,30.15742642,5,9,1,0.608108108,0.8,0.620689655,0.621621622,0.608695652,0.321428571,4,1,57,860,70,750
1,2,196,30.05065024,193,28.60780287,5,12,9,0.457627119,0.888888889,0.546875,0.553719008,0.626865672,0.537037037,7,4,38,1168,83,667
1,2,185,32.93908282,190,31.76180698,5,7,2,0.602739726,0.840909091,0.586206897,0.717647059,0.62295082,0.5,3,1,39,1125,102,570
1,2,163,28.46817248,175,28.93086927,5,10,2,0.567164179,0.815789474,0.482758621,0.634920635,0.375,0.391304348,1,3,29,1325,73,734
1,2,178,32.00821355,190,28.64065708,5,1,2,0.723577236,0.617977528,0.647058824,0.653846154,0.676470588,0.416666667,4,3,12,2785,75,731
1,2,193,32.73374401,183,30.90759754,5,2,4,0.65060241,0.796296296,0.448275862,0.555555556,0.688888889,0.416666667,2,0,17,1965,48,976
0,2,190,29.87542779,185,25.25393566,5,11,8,0.637426901,0.623853211,0.564516129,0.603351955,0.666666667,0.507042254,16,4,55,883,26,1385
0,2,188,28.03011636,198,30.65845311,5,15,10,0.639534884,0.772727273,0.467741935,0.527173913,0.721649485,0.563218391,13,10,46,997,13,2710
0,2,190,37.34428474,178,35.61122519,5,2,2,0.531914894,0.62,0.681818182,0.654761905,0.618181818,0.413793103,6,1,252,182,54,895
0,2,188,32.03285421,170,26.7761807,5,15,7,0.596899225,0.818181818,0.461538462,0.671328671,0.645833333,0.553191489,4,3,68,770,20,1755
1,2,178,29.4072553,188,34.10814511,5,0,3,0.691056911,0.705882353,0.526315789,0.613636364,0.679012346,0.450980392,7,3,7,3860,82,670
1,2,196,30.05065024,188,28.19164956,5,15,13,0.497461929,0.693877551,0.535353535,0.666666667,0.61971831,0.464788732,5,3,38,1168,43,1053
1,2,178,32.00821355,183,31.1156742,5,11,6,0.507936508,0.703125,0.467741935,0.611940299,0.634146341,0.384615385,0,6,12,2785,21,1690
1,2,198,22.09993155,180,28.90622861,5,18,14,0.615942029,0.729411765,0.339622642,0.702290076,0.619565217,0.487179487,0,3,5,4360,35,1226
1,2,185,25.72758385,180,33.39904175,5,5,2,0.628318584,0.774647887,0.523809524,0.641025641,0.64,0.404761905,3,5,4,4685,47,983
1,2,183,34.16290212,188,28.03011636,5,14,4,0.507936508,0.765625,0.596774194,0.6875,0.686868687,0.533333333,4,3,28,1365,46,997
1,2,188,32.03285421,190,37.34428474,5,29,6,0.595238095,0.786666667,0.62745098,0.586826347,0.704081633,0.47826087,9,3,68,770,252,182
1,2,196,30.05065024,188,27.87405886,5,17,4,0.542553191,0.784313725,0.581395349,0.681318681,0.677419355,0.517241379,2,3,38,1168,57,860
1,2,185,32.98015058,163,28.46817248,5,5,5,0.583333333,0.785714286,0.7,0.6,0.634920635,0.523809524,3,1,2,7945,29,1325
1,2,198,22.09993155,178,32.00821355,5,14,12,0.700729927,0.697916667,0.536585366,0.645669291,0.695121951,0.488888889,2,5,5,4360,12,2785
1,2,185,25.72758385,193,32.73374401,5,2,0,0.602739726,0.795454545,0.620689655,0.620689655,0.666666667,0.424242424,3,5,4,4685,17,1965
1,2,185,37.79876797,188,32.03285421,5,4,0,0.671428571,0.829787234,0.695652174,0.517241379,0.622222222,0.476190476,0,4,3,5950,68,770
1,2,178,29.4072553,196,30.05065024,5,3,6,0.648351648,0.677966102,0.484375,0.536723164,0.715789474,0.390243902,8,15,7,3860,38,1168
1,2,188,32.01368925,198,22.09993155,5,1,4,0.639534884,0.8,0.516129032,0.69047619,0.655172414,0.346153846,10,8,1,12355,5,4360
1,2,185,37.79876797,183,34.16290212,5,5,2,0.630872483,0.776595745,0.581818182,0.660818713,0.716814159,0.465517241,8,7,3,5950,28,1365
1,2,185,32.98015058,178,29.4072553,5,3,3,0.724637681,0.76,0.526315789,0.72972973,0.444444444,0.5,2,1,2,7945,7,3860
0,2,185,25.72758385,188,32.01368925,5,4,4,0.691275168,0.650485437,0.586956522,0.751412429,0.62406015,0.477272727,6,4,4,4685,1,12355
1,2,185,32.98015058,185,37.79876797,5,3,1,0.818181818,0.680555556,0.5625,0.591397849,0.618181818,0.394736842,3,1,2,7945,3,5950
1,2,185,32.98015058,185,25.72758385,5,3,0,0.735849057,0.730769231,0.642857143,0.695652174,0.578125,0.5,7,1,2,7945,4,4685
0,3,183,30.94592745,163,28.5065024,3,4,6,0.666666667,0.605263158,0.526315789,0.444444444,0.65,0.48,4,10,44,1011,33,1235
1,3,185,32.97741273,183,31.45516769,3,8,1,0.631578947,0.722222222,0.571428571,0.535211268,0.657894737,0.393939394,1,3,42,1080,47,955
1,3,163,28.5065024,188,28.22997947,3,13,2,0.625,0.733333333,0.555555556,0.606060606,0.65,0.5,6,2,33,1235,45,1008
0,3,183,30.94592745,188,35.56741958,3,1,4,0.590909091,0.576923077,0.583333333,0.676056338,0.666666667,0.47826087,5,2,44,1011,34,1235
1,3,185,32.97741273,181,29.89459274,3,8,2,0.688172043,0.78125,0.448275862,0.666666667,0.6875,0.5,21,3,42,1080,93,595
1,3,188,28.22997947,188,31.53730322,3,13,5,0.661538462,0.813953488,0.409090909,0.652173913,0.711111111,0.291666667,5,5,45,1008,66,786
1,3,183,30.94592745,193,30.72142368,3,3,0,0.5,0.80952381,0.761904762,0.581818182,0.6875,0.173913043,9,4,44,1011,224,220
0,3,196,34.50239562,198,22.13826146,3,11,7,0.605263158,0.710144928,0.6,0.692307692,0.819444444,0.28125,21,14,170,313,5,4360
1,3,196,28.45174538,188,34.14647502,3,24,8,0.580357143,0.830769231,0.574468085,0.637254902,0.846153846,0.594594595,15,3,18,1960,79,715
0,3,180,26.81177276,193,32.77207392,3,4,4,0.601851852,0.769230769,0.534883721,0.710526316,0.654320988,0.484848485,11,6,84,675,16,2055
0,3,196,34.50239562,183,29.98767967,3,16,4,0.594594595,0.840909091,0.566666667,0.589041096,0.697674419,0.6,4,3,170,313,56,875
1,3,183,34.45037645,185,29.9028063,3,10,2,0.542553191,0.725490196,0.511627907,0.597701149,0.653846154,0.485714286,3,2,37,1190,120,465
1,3,188,34.14647502,190,31.80013689,3,13,2,0.733333333,0.878787879,0.5,0.56097561,0.608695652,0.333333333,2,5,79,715,114,490
1,3,185,25.29226557,188,37.71937029,3,13,2,0.608247423,0.762711864,0.578947368,0.621052632,0.813559322,0.583333333,18,3,26,1340,108,540
1,3,193,32.77207392,188,29.45927447,3,15,6,0.689655172,0.6375,0.583333333,0.62406015,0.686746988,0.46,3,3,16,2055,78,725
1,3,185,37.85626283,163,28.52566735,3,7,1,0.603448276,0.828571429,0.652173913,0.542857143,0.657894737,0.5,7,5,3,6420,33,1255
1,3,185,37.85626283,188,28.24914442,3,6,0,0.682926829,0.857142857,0.923076923,0.639344262,0.692307692,0.409090909,10,3,3,6420,43,1008
1,3,185,37.85626283,183,31.17316906,3,4,0,0.655555556,0.762711864,0.612903226,0.701149425,0.639344262,0.615384615,3,1,3,6420,20,1690
0,3,163,28.52566735,198,22.15742642,3,4,3,0.550561798,0.693877551,0.575,0.660377358,0.728571429,0.333333333,14,9,33,1255,5,4360
1,3,185,37.85626283,188,34.16563997,3,7,1,0.66,0.757575758,0.617647059,0.608247423,0.830508475,0.526315789,15,0,3,6420,77,725
1,3,183,31.17316906,185,32.99657769,3,4,0,0.596153846,0.870967742,0.571428571,0.609756098,0.68,0.5,2,3,20,1690,54,920
1,3,188,28.24914442,193,33.44284736,3,9,1,0.658227848,0.846153846,0.666666667,0.655913978,0.704918033,0.65625,11,2,43,1008,123,461
1,3,198,22.15742642,188,29.47843943,3,11,3,0.735849057,0.846153846,0.571428571,0.681818182,0.622222222,0.571428571,4,1,5,4360,76,725
1,3,185,37.85626283,183,30.00684463,3,9,5,0.666666667,0.904761905,0.523809524,0.621212121,0.658536585,0.6,2,2,3,6420,57,875
0,3,188,34.16563997,196,30.10814511,3,16,1,0.610169492,0.861111111,0.652173913,0.532258065,0.757575758,0.517241379,5,6,77,725,28,1303
1,3,185,32.99657769,185,29.92197125,3,8,2,0.566037736,0.833333333,0.782608696,0.466666667,0.678571429,0.59375,3,3,54,920,121,465
0,3,188,28.24914442,193,32.79123888,3,4,4,0.618421053,0.744680851,0.551724138,0.604651163,0.653846154,0.470588235,5,8,43,1008,16,2055
0,3,163,28.52566735,185,29.08418891,3,9,0,0.567567568,0.857142857,0.6875,0.720930233,0.483870968,0.333333333,4,1,33,1255,24,1430
0,3,188,29.47843943,178,35.66872005,3,13,0,0.653846154,0.852941176,0.444444444,0.596153846,0.741935484,0.476190476,4,0,76,725,50,930
1,3,198,22.15742642,190,32.19712526,3,12,7,0.6125,0.714285714,0.451612903,0.518518519,0.642857143,0.435897436,2,1,5,4360,66,781
0,3,188,37.73853525,183,34.46954141,3,16,4,0.564814815,0.770491803,0.574468085,0.535087719,0.770491803,0.490566038,8,1,113,507,38,1190
0,3,188,37.73853525,196,28.47091034,3,16,3,0.556603774,0.813559322,0.553191489,0.606382979,0.824561404,0.594594595,22,4,113,507,18,1900
1,3,183,34.46954141,190,37.4017796,3,10,3,0.627737226,0.709302326,0.529411765,0.630573248,0.696969697,0.448275862,6,4,38,1190,191,272
1,3,196,28.47091034,181,29.9137577,3,16,5,0.567164179,0.815789474,0.551724138,0.491525424,0.724137931,0.533333333,6,2,18,1900,92,595
0,3,170,26.83367556,198,30.71594798,3,3,3,0.634615385,0.787878788,0.684210526,0.587301587,0.72972973,0.423076923,6,4,23,1440,15,2395
0,3,190,37.4017796,183,34.22039699,3,4,6,0.524271845,0.759259259,0.632653061,0.652173913,0.883333333,0.5,18,2,191,272,19,1715
0,3,183,34.46954141,203,33.08145106,3,4,4,0.621052632,0.745762712,0.472222222,0.525641026,0.804878049,0.324324324,18,3,38,1190,8,3565
0,3,188,32.34223135,183,31.47433265,3,6,2,0.711111111,0.84375,0.461538462,0.75,0.577777778,0.333333333,1,1,65,810,47,955
1,3,183,34.22039699,175,29.06776181,3,7,1,0.563636364,0.838709677,0.708333333,0.68,0.705882353,0.5625,1,4,19,1715,63,818
1,3,183,34.46954141,190,32.3504449,3,9,2,0.537037037,0.655172414,0.56,0.637254902,0.676923077,0.432432432,3,3,38,1190,212,235
1,3,188,27.95071869,193,26.67214237,3,18,1,0.698924731,0.861538462,0.535714286,0.663793103,0.675324675,0.58974359,18,3,59,860,101,548
0,3,193,33.36618754,196,30.12731006,3,5,3,0.65060241,0.703703704,0.551724138,0.430379747,0.852941176,0.488888889,11,5,193,270,32,1278
1,3,193,26.67214237,185,29.94113621,3,11,1,0.691176471,0.765957447,0.571428571,0.62295082,0.763157895,0.391304348,10,2,101,548,123,465
1,3,188,27.95071869,190,27.41409993,3,7,0,0.746268657,0.8,0.588235294,0.646341463,0.716981132,0.482758621,9,4,59,860,277,142
1,3,190,28.84325804,178,35.27994524,3,12,3,0.641791045,0.790697674,0.458333333,0.675675676,0.68,0.416666667,3,1,89,628,230,209
1,3,172,27.09377139,188,31.57563313,3,7,7,0.545454545,0.761904762,0.485714286,0.676923077,0.75,0.428571429,7,7,63,833,91,606
0,3,193,26.67214237,190,35.33744011,3,24,6,0.675213675,0.746835443,0.421052632,0.52991453,0.758064516,0.436363636,16,3,101,548,71,745
0,3,198,31.71252567,188,35.60574949,3,7,0,0.690909091,0.947368421,0.529411765,0.471264368,0.682926829,0.5,17,6,79,680,36,1210
0,3,175,29.08692676,188,28.26830938,3,2,0,0.654545455,0.694444444,0.684210526,0.548387097,0.588235294,0.428571429,5,6,65,818,38,1168
0,3,198,31.71252567,180,28.98288843,3,7,1,0.688888889,0.903225806,0.642857143,0.658536585,0.62962963,0.5,1,0,79,680,33,1271
1,3,188,28.26830938,180,26.85010267,3,19,9,0.603448276,0.8,0.456521739,0.503937008,0.6875,0.523809524,9,8,38,1168,113,520
1,3,188,35.60574949,183,30.02600958,3,12,4,0.603448276,0.685714286,0.52173913,0.593023256,0.68627451,0.6,4,2,36,1210,58,875
0,3,198,31.71252567,183,31.4934976,3,15,3,0.545454545,0.861111111,0.533333333,0.653333333,0.653061224,0.423076923,3,1,79,680,47,955
1,3,188,32.10951403,178,35.70704997,5,12,3,0.657894737,0.84,0.576923077,0.52,0.615384615,0.479166667,9,3,1,12415,57,885
0,3,180,26.86926762,185,35.44421629,5,9,2,0.585714286,0.804878049,0.689655172,0.625,0.633333333,0.416666667,8,4,111,520,100,557
1,3,188,32.12867899,190,30.83367556,5,2,5,0.566666667,0.784313725,0.666666667,0.537037037,0.689655172,0.38,2,6,59,875,92,617
0,3,188,32.38056126,190,29.97125257,5,12,4,0.64893617,0.868852459,0.484848485,0.624,0.666666667,0.361702128,9,10,81,675,56,903
1,3,163,28.56399726,190,28.862423,5,7,4,0.525641026,0.902439024,0.621621622,0.554347826,0.705882353,0.585365854,6,3,23,1510,87,648
1,3,203,33.11978097,188,28.28747433,5,16,1,0.582278481,0.804347826,0.727272727,0.670731707,0.6,0.518518519,4,3,8,3610,39,1143
1,3,185,29.12251882,193,28.70362765,5,2,1,0.744360902,0.727272727,0.647058824,0.653543307,0.795180723,0.431818182,19,7,26,1430,88,647
0,3,178,35.2991102,190,31.85763176,5,4,1,0.67,0.731343284,0.515151515,0.591397849,0.672727273,0.394736842,7,4,221,221,213,230
1,3,183,31.21149897,185,29.96030116,5,5,1,0.689189189,0.764705882,0.652173913,0.541176471,0.717391304,0.282051282,10,3,22,1600,121,465
1,3,180,33.49486653,172,27.11293635,5,11,11,0.5125,0.731707317,0.525641026,0.712418301,0.642201835,0.590909091,7,3,45,1003,91,628
0,3,198,31.73169062,185,25.82340862,5,22,4,0.511111111,0.898550725,0.560606061,0.612612613,0.75,0.511627907,15,3,65,830,4,4595
1,3,198,30.75427789,183,31.00342231,5,16,6,0.647058824,0.831168831,0.5,0.601769912,0.764705882,0.511111111,13,4,18,1940,42,1066
1,3,175,29.10609172,190,28.73648186,5,5,2,0.701030928,0.764705882,0.655172414,0.523364486,0.767857143,0.470588235,6,6,61,860,75,731
1,3,185,27.35112936,190,32.38877481,5,7,7,0.619354839,0.71875,0.525423729,0.627777778,0.663716814,0.507462687,19,5,16,1960,195,267
1,3,188,34.20396988,193,26.69130732,5,21,1,0.719298246,0.853658537,0.8125,0.720588235,0.571428571,0.526315789,1,1,72,750,96,593
1,3,185,33.07597536,173,30.7816564,5,11,2,0.56097561,0.782608696,0.583333333,0.65,0.538461538,0.5,4,2,2,7945,274,151
1,3,188,29.51676934,188,31.45242984,5,10,1,0.638554217,0.849056604,0.566666667,0.662921348,0.644067797,0.433333333,3,0,71,750,99,560
1,3,183,31.51266256,180,33.43463381,5,4,1,0.747126437,0.692307692,0.772727273,0.706521739,0.615384615,0.407407407,2,3,58,885,78,702
1,3,170,26.87200548,188,31.59479808,5,1,5,0.673076923,0.714285714,0.529411765,0.666666667,0.666666667,0.41025641,12,8,24,1485,95,606
1,3,185,25.34976044,185,33.0349076,5,16,4,0.68,0.764705882,0.53125,0.574468085,0.666666667,0.45,11,4,28,1340,47,965
1,3,188,32.10951403,180,26.86926762,5,13,2,0.671232877,0.795918367,0.541666667,0.671052632,0.549019608,0.28,3,4,1,12415,111,520
1,3,163,28.56399726,188,32.38056126,5,9,5,0.628205128,0.775510204,0.551724138,0.633333333,0.614035088,0.454545455,6,4,23,1510,81,675
1,3,203,33.11978097,180,35.02258727,5,24,3,0.666666667,0.878378378,0.594594595,0.644927536,0.651685393,0.551020408,3,2,8,3610,288,125
1,3,185,29.12251882,190,35.35660507,5,9,4,0.668639053,0.743362832,0.464285714,0.580645161,0.711111111,0.476923077,16,9,26,1430,73,745
1,3,196,28.50924025,190,32.23545517,5,32,5,0.631067961,0.830769231,0.736842105,0.68503937,0.67816092,0.6,9,4,17,1945,76,716
1,3,183,31.21149897,178,35.2991102,5,5,2,0.671232877,0.795918367,0.583333333,0.569620253,0.666666667,0.352941176,6,1,22,1600,221,221
0,3,185,30.2532512,198,30.75427789,5,9,1,0.534090909,0.829787234,0.634146341,0.476635514,0.823529412,0.446428571,9,8,69,770,18,1940
0,3,175,29.10609172,185,27.35112936,5,5,3,0.623762376,0.714285714,0.578947368,0.645454545,0.577464789,0.461538462,3,3,61,860,16,1960
1,3,188,34.20396988,175,29.02669405,5,13,2,0.590909091,0.865384615,0.611111111,0.506024096,0.714285714,0.609756098,2,3,72,750,77,714
1,3,185,33.07597536,193,24.1779603,5,10,2,0.634782609,0.821917808,0.714285714,0.713114754,0.75862069,0.571428571,29,3,2,7945,43,1045
0,3,183,31.51266256,206,34.17932923,5,6,0,0.791946309,0.762711864,0.580645161,0.754966887,0.701754386,0.540540541,34,1,58,885,12,2715
1,3,185,25.34976044,183,25.36892539,5,6,4,0.602739726,0.886363636,0.724137931,0.613207547,0.630769231,0.43902439,1,9,28,1340,116,488
0,3,185,29.12251882,203,33.11978097,5,4,3,0.702479339,0.764705882,0.444444444,0.627659574,0.813559322,0.428571429,14,4,26,1430,8,3610
0,3,198,31.73169062,183,30.04517454,5,27,6,0.656862745,0.850746269,0.514285714,0.673267327,0.705882353,0.636363636,4,3,65,830,64,850
0,3,185,30.2532512,175,29.10609172,5,5,1,0.650273224,0.638655462,0.5,0.626666667,0.670212766,0.517857143,5,6,69,770,61,860
1,3,185,33.07597536,188,34.20396988,5,11,1,0.698412698,0.886363636,0.736842105,0.555555556,0.688888889,0.361111111,11,4,2,7945,72,750
1,3,178,29.50308008,188,29.51676934,5,2,2,0.746031746,0.85106383,0.5625,0.619469027,0.671428571,0.279069767,6,5,7,4040,71,750
1,3,185,37.89459274,185,25.34976044,5,6,0,0.696078431,0.76056338,0.580645161,0.481132075,0.666666667,0.545454545,6,3,3,6620,28,1340
1,3,163,28.56399726,188,35.62491444,5,8,3,0.644067797,0.789473684,0.476190476,0.642335766,0.715909091,0.469387755,18,6,23,1510,37,1235
0,3,185,29.12251882,196,28.50924025,5,6,3,0.726190476,0.721311475,0.543478261,0.647058824,0.828282828,0.518518519,33,8,26,1430,17,1945
1,3,183,31.21149897,196,30.14647502,5,1,5,0.709302326,0.803278689,0.44,0.471698113,0.76,0.357142857,18,9,22,1600,32,1278
1,3,185,33.07597536,185,30.2532512,5,5,3,0.573770492,0.857142857,0.692307692,0.684210526,0.557692308,0.458333333,4,0,2,7945,69,770
1,3,178,29.50308008,183,31.51266256,5,4,2,0.591666667,0.661971831,0.612244898,0.663934426,0.654320988,0.43902439,10,1,7,4040,58,885
1,3,188,32.10951403,163,28.56399726,5,3,3,0.590361446,0.755102041,0.5,0.447368421,0.617647059,0.380952381,4,5,1,12415,23,1510
1,3,183,31.21149897,185,29.12251882,5,4,1,0.664179104,0.707865169,0.577777778,0.647482014,0.688888889,0.448979592,14,5,22,1600,26,1430
1,3,185,33.07597536,198,31.73169062,5,10,2,0.597826087,0.818181818,0.540540541,0.608695652,0.732142857,0.277777778,22,3,2,7945,65,830
1,3,185,37.89459274,178,29.50308008,5,12,4,0.660377358,0.814285714,0.583333333,0.572463768,0.569620253,0.559322034,3,2,3,6620,7,4040
1,3,188,32.10951403,183,31.21149897,5,9,3,0.643478261,0.77027027,0.512195122,0.669811321,0.676056338,0.485714286,5,2,1,12415,22,1600
0,3,185,37.89459274,185,33.07597536,5,14,1,0.681034483,0.734177215,0.621621622,0.637795276,0.740740741,0.47826087,10,4,3,6620,2,7945
1,3,188,32.10951403,185,37.89459274,5,10,9,0.621004566,0.742647059,0.469879518,0.625615764,0.787401575,0.513157895,25,6,1,12415,3,6620
0,2,190,28.77481177,185,30.29158111,3,3,1,0.660714286,0.756756757,0.473684211,0.655172414,0.5,0.6,2,2,70,801,56,940
0,2,190,28.77481177,180,33.53319644,3,2,3,0.706896552,0.682926829,0.470588235,0.5,0.647058824,0.411764706,4,4,70,801,46,1013
0,2,188,31.49075975,188,35.66324435,3,2,3,0.628205128,0.714285714,0.482758621,0.578947368,0.606060606,0.416666667,2,4,99,569,26,1405
0,2,188,32.41889117,188,28.00821355,3,4,5,0.572815534,0.779661017,0.477272727,0.674157303,0.716666667,0.586206897,4,2,80,710,53,950
1,3,206,34.21765914,188,31.63312799,3,24,3,0.722891566,0.8,0.52173913,0.586206897,0.764705882,0.527777778,9,6,15,2040,110,526
1,3,190,33.25667351,190,31.89596167,3,6,1,0.675675676,0.92,0.75,0.8,0.59375,0.25,4,2,98,576,211,230
0,3,188,31.63312799,180,26.90759754,3,6,3,0.58,0.689655172,0.619047619,0.459459459,0.352941176,0.4,2,3,110,526,100,565
0,3,180,26.90759754,190,28.90075291,3,3,3,0.554054054,0.682926829,0.696969697,0.597701149,0.634615385,0.457142857,5,10,100,565,84,661
1,3,190,31.89596167,175,31.54004107,3,4,1,0.716216216,0.773584906,0.666666667,0.552238806,0.702702703,0.666666667,3,3,211,230,224,213
1,2,180,29.0403833,180,30.79534565,3,2,0,0.705882353,0.708333333,0.6,0.670731707,0.581818182,0.518518519,0,2,36,1251,208,241
1,2,180,29.0403833,181,29.99041752,3,1,3,0.731958763,0.661971831,0.461538462,0.494736842,0.659574468,0.4375,6,1,36,1251,87,625
0,2,180,30.79534565,185,27.37850787,3,10,2,0.552380952,0.655172414,0.638297872,0.718181818,0.658227848,0.548387097,5,0,208,241,58,928
1,2,188,32.1670089,180,33.47296372,3,7,1,0.557692308,0.862068966,0.565217391,0.671641791,0.6,0.409090909,0,7,60,910,79,712
0,1,193,26.74880219,188,31.65229295,3,12,1,0.701492537,0.787234043,0.45,0.565217391,0.794871795,0.466666667,3,10,106,537,100,571
0,1,190,28.91991786,193,28.76112252,3,9,4,0.636363636,0.833333333,0.791666667,0.541666667,0.820512821,0.606060606,13,3,94,588,84,647
1,2,188,31.50992471,183,28.78302533,3,0,0,0.649122807,0.702702703,0.6,0.637931034,0.513513514,0.523809524,0,1,85,639,455,20
0,2,183,28.78302533,185,30.31074606,3,2,3,0.625,0.58,0.533333333,0.545454545,0.547619048,0.4,3,1,455,20,49,965
0,2,188,31.50992471,180,33.49212868,3,6,1,0.670588235,0.701754386,0.571428571,0.746031746,0.574468085,0.6875,2,0,85,639,79,712
0,2,185,30.31074606,183,31.26899384,3,5,0,0.729411765,0.774193548,0.391304348,0.656565657,0.630769231,0.470588235,6,3,49,965,13,2320
0,2,180,33.49212868,180,29.05954825,3,1,2,0.688311688,0.754716981,0.5,0.730769231,0.618421053,0.5,2,2,79,712,26,1456
1,2,180,29.05954825,188,32.87063655,3,6,5,0.657407407,0.732394366,0.513513514,0.672268908,0.725,0.41025641,11,5,26,1456,107,534
0,2,188,31.50992471,188,35.68240931,3,4,0,0.71641791,0.708333333,0.736842105,0.635135135,0.70212766,0.518518519,1,2,85,639,30,1335
1,2,185,30.31074606,178,35.35660507,3,3,0,0.636363636,0.828571429,0.65,0.622641509,0.787878788,0.6,3,3,49,965,198,266
0,2,185,27.40862423,198,22.2532512,3,4,9,0.438461538,0.666666667,0.520547945,0.605263158,0.710144928,0.4,14,9,16,1995,5,4325
0,2,188,28.02737851,178,32.1615332,3,2,5,0.67032967,0.639344262,0.433333333,0.496350365,0.661764706,0.391304348,3,6,59,917,10,2535
1,2,185,27.40862423,188,32.43805613,3,3,4,0.545454545,0.766666667,0.56,0.720930233,0.580645161,0.416666667,2,3,16,1995,77,735
1,2,198,22.2532512,185,27.39767283,3,12,5,0.703703704,0.684210526,0.375,0.637362637,0.637931034,0.454545455,2,2,5,4325,58,928
0,2,188,32.43805613,185,33.09240246,3,5,3,0.621621622,0.760869565,0.714285714,0.64556962,0.68627451,0.571428571,4,3,77,735,65,860
1,2,185,27.39767283,190,30.02874743,3,12,2,0.634615385,0.681818182,0.526315789,0.476635514,0.607843137,0.410714286,6,9,58,928,62,881
1,2,198,22.2532512,190,28.79397673,3,6,3,0.652173913,0.711111111,0.625,0.6,0.577777778,0.6,1,1,5,4325,67,846
1,2,185,25.88090349,180,33.5523614,3,4,2,0.6,0.738095238,0.642857143,0.422535211,0.833333333,0.487804878,3,5,4,4595,47,1013
0,2,188,32.43805613,196,30.20396988,3,4,6,0.612068966,0.746478873,0.511111111,0.441666667,0.830188679,0.462686567,10,12,77,735,28,1368
1,2,185,25.90006845,188,31.52908966,3,4,2,0.563380282,0.85,0.580645161,0.472727273,0.769230769,0.448275862,1,2,4,4595,69,860
1,2,185,25.90006845,180,33.51129363,3,5,3,0.544117647,0.702702703,0.612903226,0.623188406,0.697674419,0.346153846,0,5,4,4595,75,802
1,2,188,31.52908966,188,32.45722108,3,4,2,0.709090909,0.769230769,0.5,0.629032258,0.615384615,0.391304348,6,5,69,860,74,805
0,2,180,33.51129363,178,35.78370979,3,2,0,0.64516129,0.775,0.545454545,0.621621622,0.630434783,0.5,3,3,75,802,73,805
0,2,188,32.45722108,180,29.07871321,3,3,5,0.62195122,0.823529412,0.258064516,0.620253165,0.612244898,0.566666667,4,2,74,805,26,1501
0,2,178,35.78370979,185,33.11156742,3,5,1,0.574468085,0.703703704,0.6,0.333333333,0.705882353,0.352941176,3,7,73,805,68,860
1,2,180,33.51129363,188,32.20533881,3,1,3,0.626666667,0.744680851,0.571428571,0.538461538,0.785714286,0.388888889,9,6,75,802,81,655
0,2,188,32.32306639,190,30.04791239,3,19,3,0.635658915,0.731707317,0.510638298,0.568181818,0.68,0.578947368,3,8,125,451,60,918
0,1,170,26.9486653,185,29.19917864,3,3,6,0.633333333,0.736842105,0.424242424,0.649484536,0.571428571,0.529411765,9,1,27,1485,24,1560
1,1,170,26.9486653,183,31.58932238,3,2,1,0.459459459,0.764705882,0.8,0.5625,0.555555556,0.333333333,2,2,27,1485,45,1020
1,1,178,32.18069815,190,33.29500342,3,4,9,0.58,0.706896552,0.452380952,0.681818182,0.633333333,0.464285714,9,4,9,2625,103,547
1,1,170,26.9486653,190,30.91033539,3,1,2,0.584615385,0.763157895,0.555555556,0.467741935,0.689655172,0.363636364,2,9,27,1485,129,422
1,1,185,29.19917864,188,28.20260096,3,2,0,0.538461538,0.571428571,0.708333333,0.58490566,0.580645161,0.363636364,2,7,24,1560,57,952
1,1,183,31.58932238,172,27.18959617,3,2,0,0.578947368,0.613636364,0.625,0.474576271,0.678571429,0.451612903,1,5,45,1020,92,603
1,1,188,28.20260096,188,29.59342916,3,6,12,0.6,0.746031746,0.571428571,0.535714286,0.683333333,0.615384615,4,3,57,952,94,600
