Result,Hard,Clay,Best_of_3,surface,w_heightdiff,w_agediff,w_acediff,w_dfdiff,%w_1stIndiff,%w_1stwondiff,%w_2ndwondiff,w_rankdiff,w_rankpointsdiff
0,1,0,1,1,-0.441719253,-1.541055641,-0.700683151,-0.359693706,0.692552812,0.333848364,1.561507575,-0.101241502,0.075546531
1,1,0,1,1,-0.441719253,0.149539491,-0.700683151,1.657781393,-0.990570364,0.052940875,-0.332069735,0.258655086,-0.219761341
0,1,0,1,1,0.466202537,1.02767443,0.685014658,-1.368431255,-0.798064112,0.295997865,0.484324314,-0.06335765,0.062091256
0,1,0,0,1,-0.441719253,-0.080851765,0.546444877,-2.713414654,0.21321493,1.819995994,1.808981043,-0.319073647,0.055363619
1,1,0,0,1,-0.169342716,-0.231797758,0.685014658,0.985289694,0.551979658,0.527286973,-0.509831024,0.135532569,-0.125220331
1,1,0,0,1,1.646500865,2.254309246,1.516433343,0.312797994,0.521950181,-0.925596304,-0.496976118,-0.281189796,0.238426172
1,1,0,0,1,0.920163432,-1.051143206,2.347852028,0.649043844,-0.554386971,-0.715283429,-0.933430575,0.220771235,-0.377683776
1,1,0,0,1,-0.441719253,-0.022062272,-1.116392493,-0.023447856,-1.185423678,-0.011720789,0.078009689,0.334422789,-0.647143356
1,1,0,0,1,-0.71409579,1.005959393,-1.809241397,-1.704677105,1.099572485,-0.078305898,-0.211151086,-1.000982972,0.163005817
1,1,0,0,1,-0.260134895,0.279300082,0.130735534,0.985289694,-0.48667198,-0.58594215,-0.518307962,0.656435526,-0.289516318
0,1,0,0,1,2.10046176,-1.335027599,1.516433343,0.312797994,0.413202268,0.537069762,1.555065627,0.90268056,-0.141862382
1,1,0,0,1,0.012241642,1.210398528,0.407875096,0.312797994,0.727759246,-0.995620214,-1.636128312,0.249184124,-1.078774406
1,1,0,0,1,0.012241642,-2.029379173,-0.56211337,0.649043844,0.024646903,-2.612921243,-0.889957898,1.082628854,-2.715360716
1,1,0,0,1,-0.441719253,-0.302768857,-0.700683151,-2.040922954,0.351517537,-1.862964186,0.517397847,0.467016269,-0.182582292
1,1,0,0,1,-0.441719253,1.831660462,-0.700683151,0.312797994,-0.762058544,0.230770888,-0.635077712,0.268126049,-0.220115427
0,1,0,0,1,-0.260134895,-1.209504092,-0.146404027,-0.359693706,0.775628895,0.741600386,0.461051263,-0.158067279,0.192394969
0,1,0,0,1,-0.169342716,-0.699465522,3.179270713,-0.023447856,-0.884375251,1.28695704,0.350573265,-5.906941728,0.233468966
0,1,0,0,1,-2.711523729,-0.940979111,-0.977822712,-0.359693706,0.754046317,0.406623203,-0.025498351,-0.423254239,0.37474935
1,1,0,0,1,-0.441719253,0.015012184,-0.977822712,0.985289694,0.778761808,-0.741150571,-1.053899268,0.798499969,-0.635458512
0,1,0,0,1,-1.62201758,-0.517800693,-0.007834247,-0.023447856,0.467248558,0.37587538,-0.017698821,0.173416421,-0.036698787
1,1,0,0,1,0.647786895,-0.229679218,0.546444877,3.675256492,-1.855460832,-0.324684798,0.153912833,0.201829309,-0.241360598
0,1,0,0,1,0.466202537,-0.723299099,1.793572904,-0.695939555,0.693358718,1.795938329,1.484968354,-0.366428461,0.187437763
1,1,0,0,1,-1.168056685,-1.304308767,-1.532101836,0.985289694,0.522154271,-2.185527078,-0.458670244,0.845854783,-1.397451965
0,1,0,0,1,0.284618179,0.503335714,1.793572904,1.321535543,-0.207420952,0.161040256,-0.300439323,0.372306641,-1.532004712
0,1,0,0,1,-0.260134895,-0.724888004,-0.284973808,-1.704677105,0.315503379,0.782111183,0.893513139,-0.139125353,0.013935536
1,1,0,0,1,-0.169342716,-0.222793962,0.823584438,0.649043844,-0.965200117,-0.461081341,-0.608093048,0.561725898,-0.08556268
0,1,0,0,1,-0.169342716,0.309489281,-0.146404027,0.985289694,0.383597905,0.446891592,-0.25752091,-0.46113809,0.211515623
0,1,0,0,1,1.828085223,0.406412498,1.100724,-0.023447856,0.697855657,2.130042439,1.261424146,-0.944157195,0.356690955
0,1,0,0,1,-0.895680148,0.429186805,-0.284973808,-3.049660504,0.822398933,0.397071682,1.020080193,0.760616117,-0.656703683
0,1,0,0,1,1.010955611,0.621444333,0.546444877,-0.695939555,1.401128503,1.182438582,1.022730665,-0.72632505,0.585076539
0,1,0,0,1,-0.441719253,0.343385924,1.516433343,-0.695939555,0.402444626,0.034853293,0.474953968,-0.59373157,0.154861834
0,1,0,0,1,-0.895680148,-0.453185214,0.546444877,-0.359693706,-0.523036469,0.691247025,1.314027063,0.06923583,-0.018286306
0,1,0,0,1,0.466202537,1.842782799,0.546444877,1.321535543,-0.671717639,0.800841508,0.256047339,0.590138786,-0.071399233
0,1,0,0,1,-0.895680148,1.419604381,0.269305315,0.312797994,1.064532636,0.773915767,1.192211134,-2.042788886,1.386019472
1,1,0,0,1,0.284618179,-2.099291001,0.685014658,0.985289694,-0.639405198,-0.285176617,-0.630849843,-1.701834223,0.107414287
0,1,0,0,1,0.647786895,-0.073966509,0.407875096,0.312797994,-0.104063625,0.52686605,0.139744243,-0.167538242,0.133262578
0,1,0,0,1,1.19253997,1.687599723,1.100724,-1.704677105,-0.371423615,2.387817157,0.108481944,-1.578711706,0.50257446
0,1,0,0,1,0.647786895,-1.184611243,0.130735534,0.649043844,1.307183023,-0.457420384,-0.333566799,-0.338015573,0.056071791
1,1,0,0,1,-0.169342716,-0.303828127,0.269305315,1.321535543,-0.482307496,-1.271859751,-1.049500371,0.239713161,-0.035636529
0,1,0,0,1,0.284618179,1.083815747,3.733549836,-1.368431255,1.27458597,1.103572727,1.095151595,-0.432725201,0.603134934
1,1,0,0,1,-0.441719253,1.194509477,0.962154219,0.312797994,-0.318807219,-0.35345711,0.202349638,0.391248566,-0.331298486
0,1,0,0,1,1.19253997,0.624092511,-0.423543589,-0.695939555,1.433025099,-0.510477281,-0.189797573,0.050293904,-0.002352428
1,1,0,0,1,-1.349641043,-0.77149589,-1.947811178,0.985289694,-0.302626303,-1.188053413,0.513194208,-0.148596316,0.146363766
1,1,0,0,1,-0.169342716,0.253877598,-1.116392493,0.649043844,-1.149464453,-0.645785902,-0.688055514,0.57119686,-0.203827463
0,1,0,0,1,0.466202537,0.330145047,0.130735534,-1.032185405,-0.570247402,0.376790965,0.656671623,0.211300272,-0.055111268
1,1,0,0,1,0.738579074,-1.911270554,0.269305315,1.657781393,0.427298123,-1.242990213,-1.52248639,0.760616117,-2.937018663
1,1,0,0,1,-0.895680148,-1.631623239,-0.977822712,0.649043844,-0.879528373,-0.07297879,-0.100988756,0.372306641,-0.198162084
1,1,0,0,1,0.193826,-1.027309627,-0.146404027,-1.032185405,-0.421760531,-0.048961958,-0.574625901,0.713261303,-0.538792986
1,1,0,0,1,0.738579074,-0.786325672,1.655003123,-0.023447856,0.757449589,-0.20318824,-1.03762063,1.16786752,-0.365998932
1,1,0,0,1,-0.441719253,-1.392228188,-3.056369425,1.657781393,-1.072204648,-1.603645524,-0.767353406,0.296538938,-2.479185236
0,1,0,0,1,0.193826,-1.544233453,-1.116392493,-1.032185405,0.385518102,1.414427229,0.914043283,-0.508492904,0.337924388
0,1,0,0,1,-0.804887969,0.290952054,0.546444877,0.312797994,-0.380974018,0.439000686,0.023853237,-0.622144458,0.416885605
0,1,0,0,1,0.920163432,-0.124811474,1.377863562,-1.704677105,0.711893301,0.74411231,0.424438655,-0.46113809,0.579057074
1,1,0,0,1,-0.260134895,-0.41717003,0.130735534,-0.359693706,-0.297101101,-0.929084236,-0.521387082,0.523842046,-0.339442469
1,1,0,0,1,-1.168056685,1.8125936,-0.56211337,0.312797994,0.079411395,0.075552384,-1.356213844,0.097648718,-0.067858371
0,1,0,0,1,-1.168056685,-0.257749876,-0.56211337,-1.704677105,-1.511971387,0.038848433,0.643017305,0.391248566,-0.093352576
1,1,0,0,1,0.284618179,0.789338651,0.269305315,1.657781393,-0.059258822,-0.170002337,-0.205131284,-0.413783276,0.200184865
1,1,0,0,1,-0.260134895,0.902150919,-2.22495074,-0.023447856,0.171631882,-1.356799866,-0.667865279,0.353364715,-0.253045441
0,1,0,0,1,-0.71409579,0.752264197,1.655003123,-0.359693706,-0.551308804,0.457963574,0.461417119,1.243635223,-0.134780658
0,1,0,0,1,1.464916507,-1.664460613,3.317840493,0.985289694,-1.069625959,1.016085828,0.160330371,-0.271718833,0.450877878
0,1,0,0,1,1.646500865,0.374634393,-0.839252932,0.649043844,-0.547996627,0.422903561,0.562276186,-0.783150827,0.331196751
1,1,0,0,1,-0.986472327,-1.376868771,0.130735534,0.312797994,0.165712027,0.210855574,-0.02626438,-0.281189796,0.248340585
1,1,0,0,1,0.193826,1.235291377,-1.532101836,-0.023447856,1.261024833,-0.450537796,-1.262447417,1.736125291,-2.333301731
1,1,0,0,1,0.466202537,0.223158763,-0.284973808,1.321535543,-1.795808483,-0.029738122,-1.060431957,2.834756981,-1.409844981
0,1,0,0,1,0.012241642,-0.373739957,0.962154219,-0.695939555,0.251876598,1.27785377,1.458839814,-0.053886687,0.048990068
1,1,0,0,1,-0.260134895,-1.663930978,-4.026357891,-3.385906353,1.621379684,-0.502640898,0.604731551,0.523842046,-0.351835485
1,1,0,0,1,-1.440433222,-0.175656439,-2.22495074,-0.359693706,-0.538998697,-0.240177725,-0.763151191,0.646964563,-0.648205615
1,1,0,0,1,-0.895680148,1.371407588,-2.22495074,-0.023447856,0.619202809,-1.206764292,0.008678162,0.438603381,-0.336963865
1,1,0,0,1,0.920163432,1.190272395,1.239293781,-0.023447856,-0.981833627,0.538924902,-0.529567539,-0.546376756,0.176107005
0,1,0,0,1,-0.260134895,-0.248746079,-0.423543589,0.312797994,1.0369116,0.985898422,0.208516097,-0.356957499,0.166900765
1,1,0,0,1,0.193826,0.638392656,-0.56211337,-0.695939555,-1.370152588,0.275668049,-1.29762864,0.258655086,-5.487147309
1,1,0,0,1,0.647786895,-1.106225253,0.130735534,-0.023447856,-1.200795305,-0.492032814,-2.522200099,0.353364715,-0.469746182
0,1,0,0,1,0.012241642,1.154786846,1.655003123,-0.695939555,-0.298414684,0.689307278,0.262109325,-1.49347304,0.855244292
1,1,0,0,1,0.920163432,1.281369628,0.823584438,0.985289694,-0.186788892,0.369043351,-1.059001658,0.182887384,-0.992023293
1,1,0,0,1,0.284618179,-1.87949245,-0.700683151,-0.695939555,-0.134631341,-0.816433092,-0.097404969,0.230242198,-2.38712283
1,1,0,0,1,2.009669581,-0.519919234,1.516433343,-0.695939555,0.050036609,-0.662623419,0.193584881,0.031351978,-0.06608794
0,1,0,0,1,-1.349641043,0.098694524,-0.839252932,-0.695939555,0.441680928,0.000905068,0.627675006,0.06923583,-0.269687492
0,1,0,0,1,0.284618179,1.868734916,-1.393532055,1.321535543,-0.297896062,-0.235589337,0.963787694,-0.233834982,1.169672818
0,1,0,0,1,0.920163432,-1.128469925,0.407875096,0.312797994,-0.141828571,0.589183707,0.17806611,-0.12965439,0.022433604
0,1,0,0,1,0.738579074,-1.206855915,0.962154219,-1.368431255,1.565786136,0.288341127,0.5719809,-1.900724443,0.444504327
1,1,0,0,1,-0.260134895,0.953525523,-1.254962274,0.985289694,-0.233162871,-1.378453999,-1.451001794,0.107119681,-0.280310077
0,1,0,0,1,-1.168056685,0.072742407,2.209282247,-1.032185405,0.34860441,0.677029824,0.769453773,-0.451667127,2.13916077
1,1,0,0,1,1.19253997,-1.484914327,0.269305315,0.649043844,-0.545710524,-1.768093246,-0.954990952,0.220771235,-1.02743191
1,1,0,0,1,-1.62201758,0.706185946,-3.610648548,2.330273093,-1.428708672,-0.563752476,-0.989413518,0.06923583,-0.283850939
1,1,0,0,1,-0.895680148,0.659048425,-1.670671617,-0.695939555,0.11992863,-0.672882216,-0.740564536,0.732203229,-0.391493137
0,1,0,0,1,0.466202537,0.373045489,1.239293781,1.321535543,-0.768473425,1.203940734,0.690387112,-0.300131722,2.74677265
1,1,0,0,1,-0.441719253,0.474205786,-0.977822712,0.985289694,0.309504046,-0.07297879,-1.061077244,0.126061607,-5.184403628
0,1,0,0,1,-0.895680148,-0.899137941,-1.393532055,-1.704677105,0.007953439,0.719195956,0.933077849,-0.034944762,0.535858561
1,1,0,0,1,-1.985186297,-1.794750839,-0.284973808,0.312797994,0.318855305,-1.348670602,-1.997728967,0.116590644,-2.240177066
1,1,0,0,1,-1.168056685,-0.487611495,-1.670671617,-0.695939555,0.402964282,-0.548376761,0.683534663,0.135532569,-1.032743203
0,1,0,0,1,0.738579074,0.876198802,1.932142685,-0.695939555,0.261289674,0.439272404,0.882414912,-0.470609053,0.281624686
0,1,0,0,1,1.19253997,-1.101988173,2.070712466,-1.032185405,0.906839442,0.551622917,-0.191151321,0.088177755,-1.625837549
1,1,0,0,1,2.826799192,-0.582945808,2.347852028,0.649043844,2.12921631,-0.696630647,-2.047531555,0.021881015,-0.583053758
0,1,0,0,1,-0.260134895,1.062100711,1.100724,-0.359693706,-0.719013948,0.708596976,1.351158539,-0.148596316,2.559461062
1,1,0,0,1,-0.895680148,-0.493967116,0.407875096,0.649043844,0.081451266,-0.37492024,-1.452805067,0.050293904,-4.444363518
0,1,0,0,1,-0.986472327,0.805227702,-0.007834247,-0.695939555,1.374558927,0.981040127,0.066725085,-0.034944762,1.277669102
1,1,0,0,1,-0.260134895,0.846009604,0.546444877,0.649043844,-0.073969201,-0.367468566,-0.647157341,0.097648718,-0.276769215
1,1,0,0,1,-1.349641043,1.000133407,-1.532101836,-2.040922954,0.285870456,-0.906393103,0.113859326,0.050293904,-1.698425216
0,1,0,0,1,0.284618179,-1.108873427,0.685014658,-0.023447856,0.918000251,1.01536946,0.95420124,-0.025473799,3.05518171
0,1,0,0,1,-0.532511432,0.710423028,-1.947811178,-2.040922954,0.073793282,0.139677973,1.374672369,-0.120183427,2.364713665
1,1,0,0,1,0.193826,0.013952914,0.685014658,0.649043844,-0.182336937,-0.430735922,-0.991617517,0.00293909,-2.776617624
1,1,0,1,1,-1.62201758,-0.906552834,-0.839252932,1.321535543,-0.751530282,-0.150115816,-0.858550864,-0.385370387,0.046157378
1,1,0,1,1,0.193826,1.457738104,-1.116392493,0.649043844,-1.094531464,-1.638931017,-0.348186508,5.818110278,-0.233570702
0,1,0,1,1,-0.441719253,0.544117614,-0.700683151,-0.359693706,0.383986289,0.174766813,1.324238225,1.120512706,-0.47541156
1,1,0,1,1,-1.62201758,0.153246935,-2.640660082,-0.023447856,0.083986378,-0.59719831,0.029071836,-0.26224787,0.027390811
0,1,0,1,1,-0.169342716,0.47049834,1.239293781,0.312797994,-0.567655914,1.616355774,-0.579678033,-0.536905793,0.104581597
0,1,0,1,1,0.012241642,-1.64539375,-0.146404027,-0.023447856,0.85497674,0.204538694,-0.99785627,0.675377452,-0.651746477
0,1,0,1,1,-0.895680148,1.34651474,-0.839252932,-0.695939555,1.013405398,0.645989972,-0.651549935,-0.338015573,0.040491999
