Result,Hard,Clay,Best_of_3,surface,w_heightdiff,w_agediff,w_acediff,w_dfdiff,%w_1stIndiff,%w_1stwondiff,%w_2ndwondiff,w_rankdiff,w_rankpointsdiff
0,1,0,1,1,0.012241642,0.41912374,-0.284973808,0.985289694,1.900250116,-0.234146663,0.133625995,0.088177755,-0.009434152
1,1,0,0,1,0.193826,-1.207915185,-0.56211337,-0.359693706,-0.085200602,-0.613156853,-0.099178133,-3.131949613,0.206912503
1,0,0,0,3,0.466202537,-0.394925358,-0.146404027,3.002764792,-0.249708854,0.781949721,-0.71537172,-2.241679105,0.025974466
0,0,1,0,2,-1.62201758,-0.945745827,-0.146404027,0.312797994,1.44000583,0.666576772,0.862796369,-1.237757044,0.156986352
0,1,0,0,1,0.738579074,-0.041658769,-0.839252932,-1.032185405,0.814981937,-1.085046701,0.757522543,0.6374936,-0.809668911
1,0,1,0,2,0.920163432,0.665404046,-0.007834247,-0.359693706,0.050043866,-1.369904664,-1.778328377,1.49935122,-0.165940242
1,0,1,1,2,0.920163432,-0.499263467,1.100724,-1.032185405,0.545285746,-0.688953156,0.162177847,-1.569240743,0.04226243
1,0,1,0,2,0.012241642,1.290903058,-0.146404027,-0.023447856,-0.389150782,-0.050903766,0.350501994,0.107119681,-0.067858371
1,0,1,0,2,0.647786895,0.619855428,-0.284973808,-1.032185405,1.795998359,-2.353602759,-1.628023274,0.542783972,-0.193558964
1,0,1,0,2,-1.077264506,0.6616966,-0.284973808,0.649043844,-0.137216755,0.957442685,-1.183877158,-0.044415725,0.024204035
0,1,0,0,1,-1.168056685,-0.761432825,0.269305315,2.330273093,-0.267389445,0.536834292,-0.174371351,0.126061607,-0.423714979
0,1,0,1,1,-0.71409579,-0.652328,-0.56211337,-0.695939555,-1.979324229,2.74755E-05,0.930222666,-0.044415725,0.227803587
0,0,1,1,2,-0.260134895,0.292011323,0.269305315,-0.359693706,0.357817905,0.650259387,1.103564322,-0.39484135,0.068110721
0,0,1,1,2,0.012241642,-0.055429281,0.823584438,0.312797994,1.260635332,0.7364436,0.379823109,-0.66002831,0.139636129
1,0,1,1,2,-0.986472327,0.144772775,-0.56211337,-0.023447856,-0.587459897,-1.268247615,-0.334053342,-0.053886687,0.007207899
0,0,1,1,2,0.466202537,1.021318811,-0.146404027,0.312797994,-0.746036054,-0.045655436,-0.814127539,0.504900121,-0.114951832
0,0,1,1,2,1.555708686,1.25329897,1.239293781,-0.359693706,0.330519096,1.005488328,-0.532829491,-0.811563715,0.017830484
1,0,1,1,2,-0.169342716,0.38575673,-0.977822712,0.649043844,-1.37937674,-0.529195931,0.707518217,-0.214893056,0.040491999
0,0,1,1,2,0.738579074,0.601847837,-0.700683151,-0.023447856,1.096809446,0.597391452,-1.321294808,0.467016269,-0.114597746
1,0,1,1,2,0.193826,-0.045366214,-0.146404027,1.994027243,-0.391858366,-1.090088883,-0.841335773,2.692692538,-0.535960297
0,0,1,1,2,-0.260134895,1.173324074,-0.423543589,0.312797994,-1.403621378,-0.343862205,0.250249331,0.268126049,-0.177979172
1,0,1,1,2,-1.168056685,0.485328121,-0.146404027,-1.368431255,-0.450241455,-0.734830751,0.457403995,-0.319073647,0.066694376
0,0,1,1,2,0.466202537,-1.001357509,1.377863562,-0.695939555,0.295689634,1.230967778,-0.426290848,0.324951826,-0.083438163
1,0,1,1,2,0.738579074,-0.612075734,-0.284973808,2.330273093,0.553514806,-0.118171454,-1.048301714,0.732203229,-0.378391948
1,0,1,1,2,0.193826,-1.061735906,-0.146404027,0.985289694,0.838025941,-0.454042993,-1.519145547,0.694319378,-0.374142914
0,0,1,1,2,0.193826,-1.228570953,0.269305315,-1.032185405,1.50983366,1.203633033,0.198266679,-0.082299576,0.017830484
1,0,1,1,2,1.19253997,0.053145909,0.130735534,0.312797994,0.927833067,-0.541809578,-0.605105019,0.410190492,-0.060068475
1,0,1,1,2,1.010955611,1.284017804,0.130735534,0.649043844,-1.342137542,-0.000572684,-0.696093742,-0.423254239,0.080503737
0,0,1,1,2,-0.895680148,-0.542163906,-0.146404027,0.312797994,0.546429985,1.215165992,-0.576413486,-0.603202533,0.104935684
1,0,1,1,2,0.466202537,0.884143328,0.823584438,0.312797994,-0.375343832,-0.66849693,-0.3693514,-0.082299576,0.016060053
0,0,1,1,2,-0.169342716,2.386718011,0.130735534,-0.695939555,2.046529897,-0.092850312,-0.356319405,3.89550482,-1.088334733
0,0,1,1,2,0.466202537,-0.309124478,-0.146404027,0.312797994,-1.771767767,0.937907937,1.09365985,0.372306641,-0.073169663
0,0,1,1,2,-0.169342716,1.981547186,0.269305315,0.985289694,-3.531736122,1.770436537,0.096324379,-0.716854087,0.163713989
1,0,1,1,2,1.19253997,0.726841714,-0.146404027,0.649043844,-1.995387269,-0.750008155,0.364895997,-0.375899424,0.068110721
1,0,1,1,2,0.193826,-1.743376238,-0.007834247,0.312797994,-0.419098414,-1.011155733,-0.901646982,0.514371083,-0.08556268
0,0,1,1,2,-0.986472327,-1.294775336,-1.393532055,-2.040922954,1.763318791,-0.206697599,0.923248259,0.334422789,-0.115305919
1,0,1,1,2,0.193826,1.439200879,-0.423543589,0.985289694,-0.347183523,-0.852156945,-0.613480803,-0.044415725,0.012165105
1,0,1,1,2,0.920163432,1.4561492,-0.423543589,1.657781393,0.796439641,-0.992010206,-1.438765281,-0.177009205,0.061383084
0,0,1,1,2,-0.260134895,-0.352554553,-0.56211337,-0.359693706,0.298516958,0.377432453,0.449028788,-0.811563715,0.302161684
1,0,1,1,2,0.920163432,0.047849558,-0.56211337,-0.023447856,-0.784614648,-0.664340143,0.696097482,-0.915744307,0.336508043
0,0,1,1,2,0.012241642,-1.176666718,0.685014658,-2.040922954,1.581769129,1.091161508,0.520540198,-0.432725201,0.101394822
0,0,1,1,2,-0.169342716,-0.936742032,-0.007834247,-3.722152203,0.544129545,-0.111775578,0.028551633,0.485958195,-0.365290759
1,0,1,1,2,0.466202537,0.10240197,-0.977822712,1.321535543,-0.251689061,0.058594813,-0.607598505,-0.877860455,0.310659752
0,0,1,1,2,-0.441719253,0.788809016,-0.007834247,-0.695939555,2.110055914,0.241653724,-0.537342528,0.457545306,-0.194621222
0,0,1,1,2,0.556994716,0.975770193,0.269305315,2.330273093,-1.130962902,0.323497442,1.321339111,-0.404312313,0.169379368
0,0,1,1,2,-0.895680148,0.132061533,-0.700683151,0.312797994,-1.305231739,1.115632927,0.37210909,0.145003532,-0.051570407
1,0,1,1,2,0.284618179,1.292491965,0.269305315,-0.023447856,0.457213394,-0.031660405,-1.428460851,-0.356957499,0.063507601
1,0,1,1,2,0.012241642,-0.667687418,0.269305315,0.312797994,0.38571541,-1.165916888,-1.071670046,0.306009901,-0.154609484
0,0,1,1,2,-0.169342716,0.460435275,0.269305315,-0.023447856,-0.361005442,1.601804997,1.541671551,-0.811563715,0.24515381
1,1,0,1,1,1.828085223,-0.330309879,0.823584438,0.985289694,0.128819638,-0.205890579,-0.454573531,-0.082299576,0.009686502
0,1,0,1,1,-0.260134895,-1.717953755,-0.146404027,-1.368431255,0.668742184,1.358599139,2.189980029,-0.139125353,0.030577586
0,1,0,1,1,-0.169342716,-2.305848678,0.685014658,-2.713414654,2.867019382,0.19380217,1.377775628,0.931093449,-0.176562827
0,1,0,1,1,0.284618179,0.624622144,0.407875096,-0.359693706,0.620643025,1.575695573,1.992712211,-0.338015573,0.068464807
1,1,0,1,1,-0.71409579,0.795694272,-0.700683151,-0.359693706,-0.144988079,-1.318553372,-0.156379248,-0.811563715,0.08121191
0,1,0,1,1,1.19253997,-0.579767997,1.239293781,-1.704677105,1.065656195,2.642871849,1.12537523,-0.517963867,0.456189171
1,1,0,1,1,1.646500865,-0.439414704,2.070712466,0.312797994,-1.140813333,0.95768105,0.231273328,-0.290660759,0.186375504
0,1,0,1,1,0.012241642,-0.936212395,0.823584438,-0.695939555,1.563904728,-0.100635997,0.581340996,-0.72632505,0.320574165
1,1,0,1,1,1.19253997,-0.179363886,-0.007834247,-0.359693706,-0.125942765,-0.194667534,-0.08369439,-0.404312313,0.162297644
1,1,0,1,1,-1.62201758,-1.183022338,-1.809241397,0.312797994,-1.222153905,-0.452025928,-1.072033834,3.800795192,-0.403532067
1,1,0,1,1,-0.895680148,0.638392656,-0.977822712,0.312797994,-1.177498046,-0.96551719,0.816491123,0.353364715,-0.348648709
0,1,0,1,1,0.466202537,-0.277346374,1.239293781,-0.023447856,0.740964696,0.825673632,-0.11775444,-0.290660759,0.236655741
0,1,0,1,1,-0.895680148,-1.196263213,-0.146404027,-0.695939555,0.245123924,0.717217419,0.342539215,1.16786752,-0.323862677
0,1,0,1,1,0.012241642,0.782453395,0.546444877,0.312797994,-0.62980344,1.194805155,-0.438250809,-0.233834982,0.109184718
1,1,0,1,1,-2.075978476,-1.293186432,-0.839252932,0.649043844,-2.351794254,-1.376219773,0.109832787,1.783480105,-0.631563564
1,1,0,1,1,-1.62201758,-0.200019653,-1.670671617,0.649043844,-0.427709347,-1.268582327,0.263344745,0.06923583,-0.060776647
0,1,0,1,1,0.284618179,-1.150184962,0.407875096,-0.359693706,-0.284608526,0.361008882,-0.23299861,-0.120183427,0.130783974
0,1,0,1,1,1.19253997,-2.552658619,-0.007834247,-0.359693706,0.591408732,0.352348036,0.812752183,-0.347486536,0.220013691
0,1,0,1,1,0.920163432,-0.442592514,-0.284973808,0.312797994,-1.445061762,1.978425188,0.643414707,-0.536905793,0.284457375
1,1,0,1,1,-1.349641043,-2.629455703,-1.947811178,-0.695939555,-0.738141703,-1.181453332,0.231273328,-0.158067279,0.218951433
1,1,0,1,1,-0.441719253,-0.447888865,-0.284973808,-0.023447856,-0.770866133,-0.493918948,-0.213584919,1.253106186,-0.421236375
0,1,0,1,1,2.10046176,0.037786491,0.685014658,-1.704677105,1.852269522,1.098345567,0.25017589,-0.243305944,0.341111164
0,1,0,1,1,-0.441719253,0.22262913,0.546444877,-0.359693706,-0.579058634,-0.097050462,0.170092081,-0.120183427,0.227803587
1,1,0,1,1,-0.169342716,1.548305702,-0.423543589,1.657781393,-2.704020389,-2.402344314,-0.515844658,-0.034944762,0.059966739
1,1,0,1,1,-2.075978476,-2.615155557,-1.947811178,-1.368431255,-0.284073164,-0.29997255,1.352841058,-0.091770539,0.09325084
1,1,0,1,1,1.646500865,0.912213986,1.100724,-0.695939555,0.334831749,0.45199546,0.748143423,-0.091770539,0.181772384
0,1,0,1,1,-0.441719253,2.067348067,0.962154219,-1.032185405,2.203855331,1.063886863,0.476248216,-0.101241502,0.21364014
0,1,0,1,1,1.828085223,2.103363251,0.962154219,1.657781393,-0.258829681,1.248477758,-0.212290677,0.088177755,-0.108578281
1,1,0,1,1,1.374124328,1.462504821,1.655003123,-1.032185405,-0.663971709,0.425844839,0.017308948,0.163945458,-0.280310077
1,1,0,1,1,0.193826,0.417534833,-0.146404027,-2.040922954,0.359564315,-0.463743845,0.131394272,-0.034944762,0.014289622
1,1,0,1,1,-0.260134895,0.146891316,0.685014658,-0.695939555,0.297676743,0.431611002,-1.251138832,-0.186480167,0.126180854
0,1,0,1,1,0.466202537,-0.009880665,0.546444877,-0.695939555,0.215398379,1.096055786,1.043211478,-0.72632505,0.318095562
1,1,0,1,1,-0.895680148,0.06162007,-0.56211337,-0.359693706,1.168405967,-0.506678107,-0.601338061,0.00293909,-0.021827168
1,1,0,1,1,-0.260134895,-0.85094115,0.130735534,0.649043844,-0.246995252,-1.172624026,-1.742906908,-0.499021941,0.103165253
0,1,0,1,1,1.374124328,-0.503500548,-0.146404027,-0.023447856,0.751074391,-0.333055942,0.63839343,-0.641086384,0.202663468
1,1,0,1,1,-1.168056685,0.596021851,-0.284973808,0.312797994,-0.615482209,-1.559800329,-0.399009913,1.935015511,-0.424777237
0,1,0,1,1,0.466202537,-0.63961676,0.407875096,-1.032185405,1.570633024,0.553510069,0.835342665,0.580667823,-0.213033703
1,1,0,1,1,-0.71409579,-0.488141132,-0.56211337,1.321535543,-0.701689659,0.015986264,-1.284461939,0.201829309,-0.420174117
1,1,0,1,1,0.920163432,-0.490259671,-0.146404027,-0.023447856,0.221162537,-0.313220449,-1.390054564,-0.120183427,0.109184718
1,1,0,1,1,1.646500865,-2.636870594,-0.007834247,1.657781393,-1.438130998,-0.508220425,-0.343005725,-0.432725201,0.268523497
0,1,0,1,1,-0.169342716,-0.222793962,0.407875096,-1.368431255,2.678049939,0.958256392,1.512680447,0.931093449,-0.225780806
1,1,0,1,1,-2.802315908,0.02189744,-1.809241397,1.657781393,-1.902735818,-0.735059555,0.00514266,0.410190492,-0.449917356
1,1,0,1,1,1.010955611,-2.010312312,0.407875096,0.985289694,-1.019783939,0.287888846,-1.806801796,-0.963099121,0.349963318
1,1,0,1,1,-0.441719253,0.099224159,-0.007834247,0.985289694,-0.818744649,0.342336126,-2.156921717,-1.218815118,0.099978477
0,1,0,1,1,0.738579074,-0.068140523,2.070712466,-0.023447856,-0.236126823,1.391492538,0.573718329,-3.757033161,0.403076245
0,1,0,1,1,0.012241642,-0.523097044,0.407875096,-0.023447856,-0.166704425,0.728812579,0.211740443,-0.536905793,1.383186782
1,1,0,1,1,-0.169342716,0.624092509,0.407875096,0.312797994,0.061862021,-0.705068002,-1.649871652,0.287067975,-0.222948116
0,1,0,1,1,1.646500865,1.421722921,0.685014658,-0.695939555,0.068679445,2.192375293,2.158768067,0.230242198,-0.625544099
0,1,0,1,1,0.738579074,1.932291123,-0.284973808,-0.359693706,1.666335721,-0.221824167,0.311477308,0.893209597,-0.402823894
0,1,0,1,1,0.920163432,1.8639682,2.347852028,-0.023447856,1.547765406,0.463640565,0.341075313,0.135532569,-0.441419287
0,1,0,1,1,-3.165484624,-0.602542304,-0.146404027,-0.359693706,-0.820143346,1.149120123,0.633283403,-0.177009205,0.45441874
1,1,0,1,1,0.012241642,-0.726476911,-0.007834247,0.649043844,-1.473841662,-0.31369579,-1.963874373,0.817441895,-0.648559701
0,1,0,1,1,1.464916507,-1.415532132,0.823584438,0.649043844,0.946612382,1.271360126,1.620361711,-0.603202533,1.247571777
1,1,0,1,1,2.10046176,1.370348318,1.655003123,-0.023447856,0.707515757,0.893710263,-0.337479566,-1.218815118,0.600656331
1,1,0,1,1,-0.441719253,-1.837121645,-0.423543589,1.321535543,-1.264246251,-1.433551813,0.476248216,1.111041743,-0.082375904
1,1,0,1,1,0.466202537,0.790927556,1.100724,-0.023447856,0.166974328,-0.453421498,-1.502395127,0.334422789,-4.88874167
0,1,0,1,1,-0.169342716,1.459856646,-0.284973808,-0.359693706,-1.229104101,0.02317101,0.800359204,-0.205422093,1.143116354
0,1,0,1,1,0.920163432,1.253828604,2.209282247,0.649043844,-1.072030665,0.623448177,0.58931355,0.107119681,-0.108578281
0,1,0,1,1,-1.349641043,-1.108343792,-0.146404027,-0.023447856,-0.332965981,0.870918745,0.91064425,-1.067279712,1.342112786
0,1,0,1,1,-1.803601939,-2.351926929,-0.007834247,-1.368431255,1.132009071,1.283873917,-0.48702409,0.116590644,-0.103266988
1,1,0,1,1,-2.711523729,-0.814925967,-1.393532055,0.312797994,0.647172695,0.149242788,-0.080125313,-0.034944762,0.098562132
1,1,0,1,1,-1.168056685,-1.273589934,-1.116392493,-1.032185405,-0.682458895,-0.392493531,-0.054617027,1.281519074,-1.09045925
1,1,0,1,1,-0.260134895,1.651054904,0.269305315,0.985289694,-2.675266423,-0.773498816,-1.383523142,1.205751371,-5.164574802
0,1,0,1,1,-1.803601939,0.230573656,-0.56211337,-0.695939555,0.906716005,1.605464646,0.658409036,-0.281189796,1.199770143
0,1,0,1,1,-0.895680148,0.276651907,0.130735534,0.312797994,-0.691971729,0.381283342,0.557717595,-0.32854461,1.113019029
0,1,0,1,1,-0.260134895,0.846009604,-0.007834247,0.312797994,-1.364541042,0.027866125,0.00514266,0.059764867,-0.652100563
1,1,0,1,1,0.738579074,0.334382128,0.685014658,-0.359693706,0.093824652,-0.24602667,0.00514266,0.059764867,-4.08850691
1,1,0,1,1,0.466202537,0.930221579,-0.007834247,-0.023447856,-1.852841957,-0.850368043,-0.701515677,-0.016002836,0.15344549
0,1,0,1,1,-0.441719253,-0.129048555,-0.146404027,1.321535543,1.5596252,0.679403305,1.100091159,-0.12965439,4.462674263
0,1,0,1,1,0.920163432,0.514458051,0.130735534,-0.695939555,0.578944047,1.205922146,-0.398662101,-0.053886687,3.807614836
1,1,0,1,1,-0.71409579,-1.270941757,0.407875096,0.649043844,-0.651645617,-0.512780322,-0.842847344,0.201829309,-0.065733854
1,1,0,1,1,1.19253997,0.081746203,0.269305315,0.312797994,-0.753640615,-0.606355812,0.00514266,-0.366428461,0.072005669
1,1,0,1,1,0.012241642,0.377282568,-0.977822712,1.321535543,-0.868071811,0.083446997,-0.842847344,-0.252776907,0.067048463
1,1,0,1,1,0.647786895,0.175491607,0.546444877,-0.023447856,0.898588481,0.143225225,-0.137871527,0.675377452,-0.125574418
0,1,0,1,1,0.284618179,-0.357850904,-0.007834247,-0.359693706,-0.26880449,2.236423847,0.633283403,-3.397136573,0.300745339
1,1,0,1,1,-0.71409579,-0.195782574,-0.423543589,0.649043844,0.644632171,-1.827055038,-0.54106668,0.457545306,-0.085208593
0,1,0,1,1,0.738579074,-0.292176155,-0.56211337,-0.359693706,0.753719172,0.075453724,0.153912833,-0.603202533,0.130075802
1,1,0,1,1,-2.075978476,-0.604131209,-1.809241397,0.985289694,-2.056891813,-1.009615569,-1.238576012,0.467016269,-0.395388084
1,1,0,1,1,-0.441719253,2.224649681,-1.254962274,0.649043844,0.432506231,-0.449416025,-0.644658111,0.277597012,-0.322800418
1,1,0,1,1,1.19253997,1.945002367,-0.007834247,0.312797994,-0.566683161,0.62898393,-1.5652092,-0.016002836,0.011811019
0,1,0,1,1,0.647786895,0.175491609,-0.007834247,-1.032185405,-0.155634515,2.027193225,3.370182362,0.646964563,-0.123803987
0,1,0,1,1,0.466202537,0.321670888,-0.007834247,0.985289694,0.475301018,0.110080128,0.978487708,0.277597012,-0.044842769
0,1,0,1,1,0.193826,-0.455303755,-0.56211337,-2.040922954,0.209417238,0.963607789,0.429137662,0.00293909,-0.005539204
1,1,0,1,1,0.012241642,0.86348756,0.269305315,1.657781393,-1.394374543,-0.096990217,-1.367793538,-0.158067279,0.105997942
1,1,0,1,1,0.012241642,0.241695991,-0.839252932,1.321535543,0.071108222,-1.067217523,-1.194035123,0.713261303,-0.054403096
0,1,0,1,1,0.738579074,0.693474703,-0.007834247,-1.032185405,1.648352745,-0.506840461,1.016410239,0.324951826,-0.159566691
0,1,0,1,1,-1.168056685,0.457257465,-0.284973808,0.312797994,-0.282976228,0.498200234,-0.550088892,0.485958195,-0.339442469
1,1,0,1,1,0.466202537,0.438720237,-0.007834247,-0.023447856,-0.385493313,0.043193217,-0.880039886,0.031351978,-0.010142324
1,1,0,1,1,-1.62201758,-1.630034332,-2.363520521,-0.359693706,-0.306635901,-0.285806311,-0.84489563,1.044745003,-0.376975603
0,1,0,1,1,0.920163432,0.030901235,0.962154219,-0.359693706,1.031221918,0.80859199,0.522012755,-0.92521527,0.195935831
0,1,0,1,1,-0.895680148,-0.016765921,-0.423543589,0.312797994,0.277031409,0.352542501,0.657442661,1.016332114,-0.359271294
0,1,0,1,1,-0.260134895,0.658518791,1.377863562,-1.368431255,0.421591487,1.170318519,1.271981135,2.721105427,-0.211971445
1,1,0,1,1,0.284618179,0.949818075,0.130735534,-0.023447856,-0.608874361,-0.891023314,0.230798267,-0.233834982,0.073422014
1,1,0,1,1,-1.62201758,-1.366805704,-2.640660082,-3.049660504,1.866316444,-0.943309062,0.576438088,0.211300272,-0.187893585
1,1,0,1,1,0.012241642,0.710952661,-0.146404027,-0.359693706,-1.595603232,-0.683169214,-0.011435839,0.77008708,-0.16239938
0,1,0,1,1,0.284618179,0.058442259,-0.146404027,-0.023447856,0.66298544,1.504116679,0.031015734,-3.25507213,0.607029882
0,1,0,1,1,2.554422655,2.202934642,0.685014658,-0.695939555,-1.895824606,0.865412679,2.607440025,-0.46113809,0.271002101
0,1,0,1,1,0.012241642,1.907398276,0.546444877,1.321535543,-0.703057131,1.201282882,-0.337794476,-0.356957499,0.339694819
0,1,0,1,1,1.828085223,0.505454254,2.209282247,-0.359693706,-0.134036129,-0.296603206,1.042526618,0.050293904,-0.120971297
0,1,0,1,1,0.920163432,-0.249275716,-0.700683151,-0.359693706,-1.036720011,1.217014512,0.673808613,1.319402925,-5.533178512
1,1,0,1,1,0.466202537,0.393701256,0.546444877,0.312797994,0.036410302,-1.519803665,0.153912833,0.239713161,-0.146465502
1,1,0,1,1,0.193826,-0.542693541,0.269305315,0.985289694,-1.867465228,-0.179469786,-1.322926341,0.239713161,-0.327049452
1,1,0,1,1,-0.260134895,-0.311243018,-0.284973808,0.985289694,0.558589491,0.051315669,-0.400109434,0.220771235,-0.112119143
0,1,0,1,1,-0.895680148,1.464093725,0.962154219,-0.695939555,-1.567048232,0.642095105,0.861911028,-1.313524746,0.307118891
1,1,0,1,1,-0.260134895,0.250170154,-1.670671617,0.312797994,-1.638143421,-1.161321245,0.308472416,0.467016269,-0.771781691
1,1,0,1,1,0.466202537,-0.829226113,0.407875096,-0.359693706,0.04887645,-2.246363363,-0.193217579,0.362835678,-1.38682938
1,1,0,1,1,-0.441719253,-0.675631944,0.546444877,1.994027243,-0.98742766,0.159365217,-0.480884789,-0.082299576,0.024204035
1,1,0,1,1,1.555708686,0.665404044,-0.284973808,-0.695939555,0.943106371,0.260834527,-1.182862662,2.152847656,-0.155317657
1,1,0,1,1,0.466202537,-1.178255622,-1.254962274,0.312797994,-0.170283226,-0.315003795,-0.171521924,0.826912857,-0.394325826
0,1,0,1,1,-0.71409579,-0.581356902,0.130735534,0.985289694,-0.31976217,-0.29538703,0.507655256,-0.309602684,0.070235238
0,1,0,1,1,0.284618179,1.388885546,-0.007834247,-1.704677105,-0.139447274,-0.35676718,1.721312908,-0.110712465,0.026328552
1,1,0,1,1,0.012241642,-0.726476911,-0.56211337,0.985289694,0.107523377,-1.131344307,-2.043142376,0.883738634,-0.784882879
0,1,0,1,1,0.920163432,0.518695133,1.100724,0.312797994,0.135400323,1.013010852,1.478675833,-0.19595113,0.440255293
1,1,0,1,1,0.647786895,-1.263526867,-0.284973808,-0.695939555,0.961592961,-1.429498192,-0.393485122,0.230242198,-0.190726274
1,1,0,1,1,0.012241642,-0.552226974,-0.146404027,0.312797994,1.109066455,-2.412700549,-1.353815677,-0.025473799,0.004375209
1,1,0,1,1,-0.71409579,-0.186778778,-0.700683151,1.994027243,-1.308289049,-2.24439911,-2.845649944,0.135532569,-0.018286306
0,1,0,1,1,-0.895680148,-0.3668547,-0.284973808,0.312797994,-1.285845652,1.613959973,0.467682663,-0.252776907,1.081151273
0,1,0,1,1,-1.168056685,0.867724642,0.546444877,-0.023447856,-1.582567573,2.015436081,1.724264694,-0.868389492,0.747956181
0,1,0,1,1,0.012241642,-0.722769462,0.685014658,-0.023447856,0.127668524,0.525005908,-0.707284315,-0.451667127,0.231698535
1,1,0,1,1,-0.441719253,1.326918242,-0.146404027,-1.368431255,-0.2989108,-0.092643319,-0.251006939,0.438603381,-0.153901312
0,1,0,1,1,-0.260134895,-0.232857028,-0.007834247,0.312797994,-0.459447303,1.248477758,0.80602211,-0.319073647,3.118917222
0,1,0,1,1,1.19253997,0.109816859,0.962154219,0.312797994,-0.714236282,0.206257566,0.80927111,0.987919226,-0.283850939
0,1,0,1,1,0.012241642,-1.214270806,0.130735534,0.649043844,0.861085753,0.63880154,1.40460329,-0.233834982,0.305702546
1,1,0,1,1,-0.441719253,-0.365265795,-1.254962274,-1.704677105,0.973496454,-1.655495283,0.237214363,-0.271718833,0.642084414
0,1,0,1,1,-0.441719253,-0.430940542,-0.56211337,0.649043844,0.043289143,2.035059036,-0.823821925,-0.631615421,1.491891239
1,1,0,1,1,-0.895680148,-0.710587858,-0.146404027,-1.032185405,0.246009058,-1.063243222,-0.574291985,0.684848415,-0.28278868
0,1,0,1,1,0.738579074,-0.375328862,0.130735534,-0.023447856,0.087190264,0.38166519,0.56849955,0.306009901,-0.280310077
0,1,0,1,1,-1.077264506,-1.087688025,0.130735534,0.312797994,0.39868684,1.164575753,0.947353777,-0.489550979,0.661205068
1,1,0,1,1,-1.349641043,0.508632065,-0.977822712,0.312797994,-0.302824804,-1.016364723,-1.102368653,0.789029006,-0.762929536
1,1,0,1,1,0.466202537,0.115113212,-0.007834247,-0.359693706,0.129221632,-1.774817973,1.338733778,0.628022638,-1.298307836
0,1,0,1,1,0.920163432,-1.556944694,-0.007834247,-1.032185405,-0.684684449,-0.473814771,0.641135163,0.675377452,-0.708400265
0,1,0,1,1,0.920163432,0.187673214,0.407875096,-0.695939555,0.519429397,-0.540994648,2.280451235,-0.366428461,0.250819188
0,1,0,1,1,-1.62201758,0.38893454,-0.977822712,0.312797994,1.489917278,-0.744977476,0.080293292,0.06923583,-0.082375904
0,1,0,1,1,0.466202537,-0.594597776,0.546444877,0.649043844,-1.220833848,1.85227029,0.923194519,-1.000982972,3.361466253
0,1,0,1,1,-0.895680148,-0.944156922,-0.284973808,0.312797994,-0.62140104,1.478074457,0.461617613,-0.19595113,0.279146083
0,1,0,1,1,0.193826,-0.266753672,-0.284973808,0.649043844,0.138523101,0.758119644,-0.644831853,-0.252776907,1.259964793
1,1,0,1,1,-2.257562834,-0.558052958,0.130735534,-0.695939555,-0.358453517,-1.023602367,0.680935461,-0.39484135,0.629691398
0,1,0,1,1,-0.441719253,0.411708849,-0.146404027,-1.368431255,0.571842374,0.780474235,0.024241532,-0.034944762,0.098562132
1,1,0,1,1,0.193826,0.063208975,-0.146404027,-0.023447856,0.075210041,-1.608588432,-0.426290848,1.073157891,-1.376560881
1,1,0,1,1,-0.260134895,-0.0617849,-0.56211337,-0.695939555,-0.084744505,-2.407856506,-1.408174013,0.580667823,-0.288808145
1,1,0,1,1,-1.077264506,0.005478752,-0.284973808,0.312797994,-0.046049143,-1.016914832,-0.314612244,0.353364715,-3.166112419
0,1,0,1,1,1.374124328,-0.075555413,0.685014658,0.985289694,0.941230422,0.748330803,-0.326184322,1.16786752,-0.551186002
0,1,0,1,1,-0.260134895,0.314785633,0.130735534,-0.359693706,1.959589899,0.146870681,-0.36195258,-0.470609053,1.438778312
0,1,0,1,1,-1.349641043,-0.633261139,-0.977822712,-0.695939555,-0.906886148,-0.843144459,1.134129596,-0.044415725,0.564185455
1,1,0,1,1,-0.169342716,-0.495026387,-0.284973808,0.985289694,-0.43360394,-0.874794903,-1.299457347,0.182887384,-3.02801881
1,1,0,1,1,-1.168056685,0.45672783,-1.254962274,-0.023447856,0.345402516,-0.058788824,0.064030857,-1.294582821,1.605198815
0,1,0,1,1,1.101747791,0.518165498,0.407875096,-0.695939555,1.475959736,1.415729783,0.75891155,-0.053886687,2.010627488
0,1,0,0,1,-0.71409579,0.273474098,0.962154219,1.321535543,-1.992540345,0.633436115,0.761950944,-1.322995709,3.419890472
1,1,0,1,1,0.647786895,0.70141923,-0.284973808,-0.359693706,1.749040914,-0.636070626,-1.070760577,-0.025473799,0.195935831
1,1,0,1,1,-0.441719253,1.244824807,-0.423543589,1.657781393,-2.199883189,-1.772793779,-1.451175535,-0.034944762,0.036597051
1,1,0,1,1,0.193826,-1.134825546,-0.839252932,0.649043844,-1.232597592,-0.975732069,-1.046875011,1.082628854,-0.541979762
1,1,0,1,1,-0.895680148,-0.044306944,0.130735534,-0.023447856,-0.760995655,-0.682532642,0.999698838,-2.677343396,0.895610117
0,1,0,1,1,-0.169342716,0.161191461,0.269305315,-0.695939555,-0.033614584,0.776528994,0.036318764,-0.19595113,0.187083677
0,1,0,1,1,-1.62201758,0.351330449,-0.423543589,0.649043844,-0.313592729,-0.192742133,0.147714083,-0.101241502,0.098562132
